"Fiscal_Year","Agency","Program_Name","Agency_Compliance","pcp12_1","pcp01_1","pcp2_2","pcp3_2","pcp4_2","pcp5_2","pcp6_2","pcp7_2","pcp8_2","pcp9_2","pcp10_2","pcp11_2"
"2024","DOI","Central Valley Project Restoration Fund, Bureau of Reclamation, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Construction, Bureau of Indian Affairs and Bureau of Indian Education, Interior - BIL","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Construction, Bureau of Indian Affairs and Bureau of Indian Education, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Construction, National Park Service, Interior - DSTR","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Cooperative Endangered Species Conservation Fund, U.S. Fish and Wildlife Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Energy Community Revitalization Program, Department-Wide Program, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Federal Aid to Wildlife Restoration, U.S. Fish and Wildlife Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Historic Preservation Fund, National Park Service, Interior - HURR","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Historic Preservation Fund, National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Land Acquisition and State Assistance, National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Land Acquisition, U.S. Fish and Wildlife Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Lower Colorado River Basin Development Fund, Bureau of Reclamation, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Management of Lands and Resources, Bureau of Land Management, Interior - IRA","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Management of Lands and Resources, Bureau of Land Management, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","National Parks and Public Land Legacy Restoration Fund, Department-Wide Programs, Bureau of Land Management, Interior - GAOA","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","National Parks and Public Land Legacy Restoration Fund, Department-Wide Programs, National Park Service, Interior - GAOA","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","National Recreation and Preservation, National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","North American Wetlands Conservation Fund, United States Fish and Wildlife Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Ocean Energy Management, Bureau of Ocean Energy Management, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Offshore Safety and Environmental Enforcement, Bureau of Safety and Environmental Enforcement, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Operation of the National Park System, National Park Service, Interior - IRA","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Resource Management, U.S. Fish and Wildlife Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Resource Management, United States Fish and Wildlife Service, Interior - BIL","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Resource Management, United States Fish and Wildlife Service, Interior - IRA","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Southern Nevada Public Land Management, Bureau of Land Management, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Sport Fish Restoration Account, U.S. Fish and Wildlife Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","State and Tribal Wildlife Grants, U.S. Fish and Wildlife Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Surveys, Investigations, and Research, U.S. Geological Survey, Interior - BIL","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Surveys, Investigations, and Research, U.S. Geological Survey, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Upper Colorado River Basin Fund, Bureau of Reclamation, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Water and Related Resources, Bureau of Reclamation, Interior - BIL","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Water and Related Resources, Bureau of Reclamation, Interior - IRA","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Water and Related Resources, Bureau of Reclamation, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Wildland Fire Management, Department-Wide Programs, Bureau of Land Management, Interior - BIL","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Wildland Fire Management, Department-Wide Programs, Bureau of Land Management, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Wildland Fire Management, Department-Wide Programs, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOI","Wildland Fire Management, Department-Wide Programs, National Park Service, Interior","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOJ","Administrative, Technology, and Other","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOJ","Law Enforcement","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOJ","Litigation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOJ","Prisons and Detention","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOJ","State, Local, Tribal, and Other Assistance","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Bureau of Labor Statistics - Compensation and Working Conditions","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Bureau of Labor Statistics - Executive Direction and Staff Services","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Bureau of Labor Statistics - Headquarters Relocation","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Bureau of Labor Statistics - Labor Force Statistics","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Bureau of Labor Statistics - Prices and Cost of Living","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Bureau of Labor Statistics - Productivity and Technology","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Department of Labor - Departmental Management","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Department of Labor - Office of Inspector General","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employee Benefits Security Administration","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Adult Employment and Training Activities","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Apprenticeship","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Community Projects","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Community Service Employment for Older Americans","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Dislocated Worker Employment and Training Activities - Formula","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Dislocated Worker Employment and Training Activities - National Reserves","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Employment Service","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Non-Compliant","3.0","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No"
"2024","DOL","Employment & Training Administration - Foreign Labor Certification","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Indian and Native American Program","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Job Corps","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Migrant and Seasonal Farmworker","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Reintegration of Ex-Offenders","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Trade Adjustment Assistance Federal Unemployment Benefits and Allowances","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Unemployment Insurance - Federal Pandemic Emergency Unemployment Compensation","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Workforce Data Quality Initiative","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Workforce Information Etools","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - Youth Activities","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Employment & Training Administration - YouthBuild","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","International Labor Affairs Bureau","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Mine Safety and Health Administration","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Occupational Safety and Health Administration","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Disability Employment Policy","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Federal Contract Compliance Programs","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Labor-Management Standards","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Workers' Compensation - Coal Mine Workers' Compensation","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Workers' Compensation - Energy Employees Occupational Illness Compensation","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Office of Workers' Compensation - Longshore and Harbor Workers Compensation","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Veterans Employment Training Service - Federal Administration & Uniformed Services Employment and Reemployment Rights Act (USERRA) Enforcement","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Veterans Employment Training Service - Homeless Veterans' Reintegration Program","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Veterans Employment Training Service - Jobs for Veterans State Grants","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Veterans Employment Training Service - Transition Assistance Program Employment Workshop","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Wage and Hour Division","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOL","Women's Bureau","Non-Compliant","3.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Airport Concessionaire Relief","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Airport Response Grant Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Facilities and Equipment","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Franchise Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Grants-in-Aid for Airports","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Operations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Aviation Administration Research, Engineering and Development","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Highway Administration Highway Planning and Construction","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Highway Administration Other Grant Programs and Cooperative Agreements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Highway Administration Research Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Highway Administration Salaries and Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Motor Carrier Safety Administration Motor Carrier Safety Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Motor Carrier Safety Administration Operations and Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Railroad Administration Grants to National Railroad Passenger Corporation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Railroad Administration High-Speed Intercity Passenger Rail","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Railroad Administration Other Grant Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Railroad Administration Railroad Research and Development","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Railroad Administration Safety and Operations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Administrative Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Capital Investment Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Emergency Relief Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Formula Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Federal Transit Administration Washington Metro","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Approval Workflow Contract Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Assistance Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Electronic Invoicing System Ship Manager Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Federal Ship Financing Program Contracts","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Personnel Compensation and Benefits","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Port Infrastructure Development","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Maritime Administration Student Incentive Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","National Highway Traffic Safety Administration Highway Traffic Safety Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","National Highway Traffic Safety Administration Operations and Research","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Office of Inspector General Salaries and Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Office of the Secretary Aviation Manufacturing Jobs Protection Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Office of the Secretary Grant Programs - Allocation and Administered Accounts","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Office of the Secretary Grant Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Office of the Secretary Loan Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Office of the Secretary Salaries and Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","DOT","Pipeline and Hazardous Materials Safety Administration Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EAC","Election Security Grants","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EAC","Help America Vote Act (HAVA) Section 101 Election Improvement","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","EAC","Help America Vote Act (HAVA) Section 251 Repayment","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Adult Education - Basic Grants to States","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Alaska Native Educational Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","American Indian Vocational Rehabilitation Services","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","American Printing House for the Blind","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Arts in Education","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Career and Technical Education - Basic Grants to States","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Career and Technical Education - Grants to Native Americans and Alaska Natives","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Charter Schools","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Child Care Access Means Parents in School","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Competitive Grants for State Assessments (formerly Grants for Enhanced Assessment Instruments)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Comprehensive Centers","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Comprehensive Literacy Development","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Consolidated Grant to the Outlying Areas","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Contracts Management","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Credit Enhancement for Charter School Facilities","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Credit Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","DC Opportunity Scholarship Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Disability Innovation Fund (DIF)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Disaster Recovery Assistance for Education","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Education for Homeless Children and Youth","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Education Innovation and Research (formerly Investing in Innovation (i3) Fund)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Education Research, Development and Dissemination","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Education Stabilization Fund","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","English Language Acquisition State Grants","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Federal Family Education Loan (FFEL)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Federal Pell Grant Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Federal Perkins Loan (Perkins)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Federal Supplemental Educational Opportunity Grant (FSEOG)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Federal Work-Study","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Fund for the Improvement of Postsecondary Education","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Gaining Early Awareness and Readiness for Undergraduate Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Gallaudet University","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Graduate Assistance in Areas of National Need","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Grants for State Assessments and Related Activities","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Health Education Assistance Loan (HEAL)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Higher Education Institutional Aid","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Howard University","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","ED","Impact Aid","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
