"agency","Key","Title","value","Fiscal_Year"
"OGE","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2024"
"OGE","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"OGE","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2023"
"OGE","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2024"
"OPM","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"OPM","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"OPM","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"OPM","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"OPM","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"OPM","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Federal Employees' Group Life Insurance (FEGLI),Federal Employees Health Benefits - Experience Rated Carriers,Federal Employees Health Benefits - Community Rated Carriers","2023"
"OPM","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Vendor Payments - Office of Personnel Management,Payroll - Office of Personnel Management","2024"
"OPM","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"OPM","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2024"
"OPM","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"OPM","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2023"
"OPM","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2024"
"OSC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"OSC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"OSC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","OSC monitors various aspects of its financial activities throughout the year, including spot reviews of the agency's transit subsidy usage, analysis of expected payroll and benefits against the actual payroll and benefits, etc., and addresses any instances where overpayments are identified.","2022"
"OSC","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","No","2024"
"OSC","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"OSC","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","","2024"
"OSC","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Investigation and Prosecution of Reprisals for Whistle Blowing","2023"
"OSC","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2024"
"OSC","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"OSC","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"OSC","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2024"
"OSC","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2023"
"OSHRC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"PBGC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"PBGC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"PBGC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"PBGC","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"PBGC","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"PBGC","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Payments to Federal Employees,Multiemployer Special Financial Assistance Payments","2023"
"PBGC","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Premium Refunds,Multiemployer Special Financial Assistance Payments,Benefit Payments","2024"
"PBGC","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"PBGC","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2024"
"PBGC","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"PBGC","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2023"
"PBGC","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2024"
"PC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"PC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"PC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","Bills of collection, offset of future payments, Treasury CRS","2022"
"PC","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"PC","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"PC","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Volunteer Service","2023"
"PC","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Volunteer Service","2024"
"PC","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"PC","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2024"
"PC","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"PC","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2023"
"PC","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2024"
"PCLOB","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"PCLOB","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"PCLOB","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","Invoices processed through the Invoice Processing Platform (IPP) are subject to a monthly post payment audit of 10% of the total paid IPP invoices for that month.  Invoices not processed through the Invoice Processing Platform (IPP) in excess of $2,500.00 are subject to secondary review before being paid.  Invoices under $2,500.00 are subject to review through statistical sampling procedures.  Travel vouchers processed through the Concur Government Edition (CGE) travel system are subject to a post payment audit based on a random sample of all reimbursements under $2,500.   All payments of $2,500.00 and higher are excluded from the population. These payments require a 100% post payment audit review. Relocation vouchers processed through the MoveLINQ system are subject to 100% pre-payment audit and review.   For payment customers, once the vouchers have been pre-audited and approved for payment, they are interfaced to Oracle the financial system where they are paid.","2024"
"PCLOB","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","","2024"
"PCLOB","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","No","2023"
"PCLOB","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","","2024"
"PCLOB","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2023"
"PCLOB","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2024"
"PCLOB","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"PCLOB","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2023"
"PCLOB","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2024"
"RRB","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"RRB","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"RRB","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"RRB","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","No","2024"
"RRB","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"RRB","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","","2024"
"RRB","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Employee Payments - Railroad Retirement Board,Railroad Retirement Act,Vendor Payments - Railroad Retirement Board","2023"
"RRB","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2024"
"RRB","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"RRB","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"RRB","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2024"
"RRB","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2023"
"SBA","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"SBA","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"SBA","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"SBA","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"SBA","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"SBA","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Congressional Grants","2023"
"SBA","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Growth Accelerator Fund Competition,Section 1112 Payments","2024"
"SBA","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"SBA","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","Yes","2024"
"SBA","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","Section 1112 Payments","2024"
"SBA","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2024"
"SBA","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","Yes","2023"
"SEC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"SEC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"SEC","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"SEC","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","No","2023"
"SEC","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","No","2024"
"SEC","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","","2024"
"SEC","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2023"
"SEC","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2024"
"SEC","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"SEC","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2023"
"SEC","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2024"
"SSA","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"SSA","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"SSA","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"SSA","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","No","2023"
"SSA","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"SSA","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Administrative Payments - Social Security Administration","2024"
"SSA","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2023"
"SSA","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2024"
"SSA","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"SSA","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2023"
"SSA","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2024"
"SSS","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"SSS","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","","2024"
"SSS","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","","2024"
"SSS","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2024"
"SSS","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"SSS","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2024"
"STATE","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","Recapture audits were performed internally instead of by a external contractor.","2022"
"STATE","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","The Bureau of the Comptroller and Global Financial Services (CGFS) has a two-tiered improper payment monitoring and review program that consists of activities performed by the payment issuing office and secondly by the Office of Management Analysis (MA). The subsequent review performed by MA focuses on overpayments and utilizes data and risk analysis to drive the recapture work performed. While many agencies hire external recapture auditors to perform a secondary review, this function is performed more efficiently within the Department by MA. Because the MA activity is secondary and consistent with a function that an external auditor would perform, MA’s activity is considered recapture as defined by PIIA.

Domestic vendor payments represent the largest category of Department-made payments subject to PIIA recapture audit requirements. MA utilizes several processes that focus on identifying potential improper and duplicate payments. Monthly, as part of the Recapture Audit process, MA conducts a query of domestic vendor payments using software to run matches of vendor invoice numbers and payment amounts against current payment data and payments from the last 5 years. The CGFS automated duplicate payment program using the domestic payment file for recapture audit analysis has proven to be a cost-effective tool.

In addition to the automated IDEA analysis, MA performs a manual quarterly review of overseas and domestic vendor payments. These manual recapture audits validate elements such as vendor, payment amount, receipt of goods or services, and ensure proper documentation exists to support sampled payments. However, in 2024, MA vendor recapture audit efforts identified $23 in overpayments, and only $12 was recovered and returned to the originating appropriation. MA also performs a quarterly manual recapture audit of employee claim payments subject to the Department’s overall travel program. This recapture audit focuses on known identified issue areas as well as providing overall audit coverage of employee travel payments.

During 2024, MA built on prior year recapture audit activities by targeting additional payment aspects to ensure all document types are eligible for review. In addition, MA reviewed grant payments within the universe of the domestic and overseas payment program. The additional inclusion of automated and manual recapture audit processes ensures the Department has coverage in required PIIA recapture audit areas.
","2024"
"STATE","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","The Bureau of the Comptroller and Global Financial Services (CGFS) has a two-tiered improper payment monitoring and review program that consists of activities performed by the payment issuing office and secondly by the Office of Oversight and Management Analysis (OMA). The subsequent review performed by OMA focuses on overpayments and utilizes data and risk analysis to drive the recapture work performed. While many agencies hire external recapture auditors to perform a secondary review, this function is performed more efficiently within the Department by OMA. Because the OMA activity is secondary and consistent with a function that an external auditor would perform, OMA’s activity is considered recapture as defined by PIIA.

Domestic vendor payments represent the largest category of Department-made payments subject to PIIA recapture audit requirements. OMA utilizes several processes that focus on identifying potential improper and duplicate payments. Monthly, as part of the Recapture Audit process, OMA conducts a query of domestic vendor payments using software to run matches of vendor invoice numbers and payment amounts against current payment data and payments from the last 5 years. The CGFS automated duplicate payment program using the domestic payment file for recapture audit analysis has proven to be a cost-effective tool.

In addition to the automated IDEA analysis, OMA performs a manual quarterly review of overseas and domestic vendor payments. These manual recapture audits validate elements such as vendor, payment amount, receipt of goods or services, and ensure proper documentation exists to support sampled payments.","2023"
"STATE","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"STATE","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"STATE","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","American Compensation,Diplomatic and Support Programs,Educational Programs,International Security and Nonproliferation Related Programs,Population Refugees and Migration Programs,Temporary Duty Travel,Voluntary Contributions,Worldwide Security Protection","2023"
"STATE","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Worldwide Security Protection,Foreign Locally Employed Staff Compensation,International Cooperative Administrative Support Services,Economic Support Fund,Peace-Keeping Operations Programs,International Security Programs,Consular and Border Security Programs,Consular Information Technology and Security","2024"
"STATE","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"STATE","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2024"
"STATE","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"STATE","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2023"
"STATE","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2024"
"STB","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"STB","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"STB","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","","2023"
"STB","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","","2024"
"STB","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","","2024"
"STB","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","","2024"
"STB","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"STB","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"STB","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2023"
"STB","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","","2024"
"TREASURY","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","Invoices processed through the Invoice Processing Platform (IPP) are subject to a monthly post payment audit of 10% of the total paid IPP invoices for that month.  Invoices not processed through the Invoice Processing Platform (IPP) in excess of $2,500.00 are subject to secondary review before being paid.  Invoices under $2,500.00 are subject to review through statistical sampling procedures.  Travel vouchers processed through the Concur Government Edition (CGE) travel system are subject to a post payment audit based on a random sample of all reimbursements under $2,500.   All payments of $2,500.00 and higher are excluded from the population. These payments require a 100% post payment audit review. Relocation vouchers processed through the MoveLINQ system are subject to 100% pre-payment audit and review.   For payment customers, once the vouchers have been pre-audited and approved for payment, they are interfaced to the Oracle the financial system through which they are paid.   

The DNP portal implementation has provided a way for our procurement and payable offices to review vendor files prior to disbursement.  It has also given us an opportunity to review the monthly payment file results to identify any improper payments made to a vendor in the DNP portal.									

 									
","2022"
