"End Date","Recorded Date","Agency","Program Name","GoalNumber","Goal","GoalStatus","GoalNote","GoalECD","Quarter Year"
"Jan 28 2022  9:42AM","Jan 28 2022  9:42AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #2","ETA is deploying technical assistance teams (i.e., Tiger Teams) to states to conduct intensive research to quickly surface problems/propose solutions to address fraud, promote equitable access, reduce backlogs, and ensure timely UI benefit payment","On-Track","ETA continues onboarding states to initiate intense technical assistance provided through Tiger Team consultative assessments, which includes recommendations to states to improve UC systems, operations, and program performance. ","Dec  1 2023 12:00AM","Q1 2022"
"Jan 28 2022 11:16AM","Jan 28 2022 11:16AM","FCC","Universal Service Fund - Lifeline","Progress Goal #2","Conduct targeted programmatic reviews of ETCsâ€™ non-usage compliance, including reviews of policies & procedures and non-usage data. ","On-Track","Dependent on resuming subscriber outreach post-COVID waivers.","Sep  1 2022 12:00AM","Q1 2022"
"Jan 28 2022  1:56PM","Jan 28 2022  1:56PM","VA","Pension","Progress Goal #2","The Fiscal Stewardship Tiger team established a program using system data that will identify beneficiaries and look for unreported SSA benefits and income.  It will then automatically send out a written due process letter to identified beneficiary.","On-Track","Pension leadership approved the expansion of the project to include all income and it is currently pending Office of Information and Technology approval.  ","Mar  1 2022 12:00AM","Q1 2022"
"Jan 28 2022  2:58PM","Jan 28 2022  2:58PM","VA","VA Community Care","Progress Goal #2","Confirm the third-party administrators are performing pre/post audits to ensure payment accuracy.","On-Track","Contracting office is monitoring and  providing oversight of invoices processed under the VA community care network contract to the third-party administrators.","Apr  1 2022 12:00AM","Q1 2022"
"Jan 28 2022  3:59PM","Jan 28 2022  3:59PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #2","HHS is developing several corrective actions to reduce the improper payment rate for hospice.","On-Track","Hospice was a new driver for the improper payment rate in 2021.","Jun  1 2022 12:00AM","Q1 2022"
"Jan 28 2022  4:00PM","Jan 28 2022  4:00PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Progress Goal #2","Reduce monetary loss.","On-Track","Since CCDF is administered at the grantee level, OCCâ€™s goal is to provide assistance to grantees in developing strategies to improve program and payment integrity, thus reducing monetary loss.","Nov  1 2022 12:00AM","Q1 2022"
"Jan 28 2022  4:09PM","Jan 28 2022  4:09PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Progress Goal #2","","","","","Q1 2022"
"Jan 28 2022  4:15PM","Jan 28 2022  4:15PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #2","Training","On-Track","HHS will continue national training sessions on payment and data submission with detailed instructions as part of the improper payment estimation process for Part D sponsors.","Mar  1 2022 12:00AM","Q1 2022"
"Jan 28 2022  4:26PM","Jan 28 2022  4:26PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #2","HHS monitors Corrective Action Plan submissions and follow up with all states on their progress in implementing effective corrective actions. HHS will use lessons learned to inform areas to evaluate for future guidance and education.","On-Track","HHS continues Payment Error Rate Measurement Corrective Action Plan (PERM CAP) oversight through individual state meetings and state cohort meetings.","Dec  1 2022 12:00AM","Q1 2022"
"Jan 28 2022  5:19PM","Jan 28 2022  5:19PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Progress Goal #2","","","","","Q1 2022"
"Jan 28 2022  5:20PM","Jan 28 2022  5:20PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Progress Goal #2","","","","","Q1 2022"
"Jul 30 2020 11:25AM","Jul 30 2020 11:25AM","VA","Pension","Progress Goal #1","With the Automation of Special Monthly Pension there will be a reduction in improper payments related to income changes not reported timely by beneficiaries.","On-Track","Collaboration efforts are underway for development of requirements for automation and vision for project completion. Goal is for program to be 90 percent automated by end of fiscal year.        ","Sep  1 2020 12:00AM","Q3 2020"
"Apr 29 2022  4:40PM","Apr 29 2022  4:40PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Progress Goal #1","The majority of NSLP/SBP participating schools are operating under waivers that allow serving no-cost meals to all students without the need for certifying applications.","On-Track","Because very few school districts are accepting applications, not only are the current mitigation strategies that address application-related improper payments not widely in effect, but also current application-related improper payments are removed.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  4:46PM","Apr 29 2022  4:46PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Progress Goal #1","The majority of NSLP/SBP participating schools are operating under waivers that allow serving no-cost meals to all students without the need for certifying applications.","On-Track","Because very few school districts are accepting applications, not only are the current mitigation strategies that address application-related improper payments not widely in effect, but also current application-related improper payments are removed.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 19 2022 10:59AM","Apr 19 2022 10:59AM","SSA","Supplemental Security Income (SSI)","Progress Goal #2","Continue planning and analysis for management information and automate employer participation notices, pending information technology prioritization.","On-Track","","Sep  1 2023 12:00AM","Q2 2022"
"Apr 16 2021  8:29AM","Apr 16 2021  8:29AM","VA","Pension","Progress Goal #2","Establish a Fiscal Stewardship Tiger team to establish a program using system data that will look for unreported SSA benefits, identify the beneficiaries and will then send automated written letter of due process to identified beneficiaries.","On-Track","Data set has been established and validation of the beneficiaries has begun.  Based on validation results, the targeted written notice of due process letter release is scheduled for fiscal year Q3. ","Jun  1 2021 12:00AM","Q2 2021"
"Apr 26 2022  4:10PM","Apr 26 2022  4:10PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #2","ETA is deploying technical assistance teams (i.e. Tiger Teams) 
to states to conduct intensive research to quickly surface 
problems/propose solutions to address fraud, promote equitable 
access, reduce backlogs, and ensure timely UI benefit payment.","On-Track","ETA continues onboarding states to initiate intense technical assistance provided through Tiger Team consultative assessments, which includes recommendations to states to improve UC systems, operations, and program performance.","Dec  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 10:24AM","Apr 28 2022 10:24AM","FCC","Universal Service Fund - Lifeline","Progress Goal #2","Conduct targeted programmatic reviews of ETCs’ non-usage compliance, including reviews of policies & procedures and non-usage data. ","On-Track","Dependent on resuming subscriber outreach post-COVID waivers.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 11:30AM","Apr 28 2022 11:30AM","VA","Pension","Progress Goal #2","Pension and Fiduciary (P&F) Service performs Special Focused Reviews (SFR) to ensure claims processors apply proper policies and procedures in making accurate decisions.","On-Track","P&F Service conducts SFR to ensure proper policies were followed related to Federal Tax Information (FTI) on claims from January 26, 2022 - March 1, 2022.","Jun  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 12:08PM","Apr 28 2022 12:08PM","VA","Purchased Long Term Services and Supports","Progress Goal #2","Finalize implementation of payment system, Electronic Claims Adjudication Management System (eCAMS), for CNH payments","On-Track","Some Veteran Care Agreements (VCA) pricing has been loaded and claims processing will start in August 2022.","Aug  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  1:48PM","Apr 28 2022  1:48PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Progress Goal #2","Reduce monetary loss.","On-Track","Since CCDF is administered at the grantee level, OCC’s goal is to provide assistance to grantees in developing strategies to improve program and payment integrity, thus reducing monetary loss.","Nov  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  2:19PM","Apr 28 2022  2:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #2","HHS monitors Corrective Action Plan submissions and follows up with all states on their progress in implementing effective corrective actions. HHS will use lessons learned to inform areas to evaluate for future guidance and education.","On-Track","HHS continues Payment Error Rate Measurement Corrective Action Plan (PERM CAP) oversight through individual state meetings and state cohort meetings.","Dec  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  2:55PM","Apr 28 2022  2:55PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #2","HHS monitors Corrective Action Plan submissions and follow up with all states on their progress in implementing effective corrective actions. HHS will use lessons learned to inform areas to evaluate for future guidance and education.","On-Track","HHS continues Payment Error Rate Measurement Corrective Action Plan (PERM CAP) oversight through individual state meetings and state cohort meetings.","Dec  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  3:00PM","Apr 28 2022  3:00PM","VA","VA Community Care","Progress Goal #2","Implement changes (if applicable) based on outcome of review of dental claims logic within the Electronic Claims Adjudication Management System (eCAMS). ","On-Track","Identified a potential area of correction in the eCAMS logic that is not related to dental claims. ","Jun  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  3:24PM","Apr 28 2022  3:24PM","DOD","Military Health Benefits - Healthcare","Progress Goal #2","CAP2 Audit samples for the FY21 outlays of administrative costs to report in the next AFR.","On-Track","In progress. Samples pulled and being audited. DHA may be able to report some payment determinations in the FY22 AFR. Others may need additional discovery and documentation requirements thru baselining. Anticipates risk assessment for Claim Rate. ","Oct  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:06PM","Apr 28 2022  4:06PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #2","HHS is developing several corrective actions to reduce the improper payment rate for hospice.","On-Track","Hospice was a new driver for the improper payment rate in 2021.","Jun  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:30PM","Apr 28 2022  4:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Progress Goal #2","","","","","Q2 2022"
"Apr 28 2022  4:39PM","Apr 28 2022  4:39PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #2","Training","On-Track","HHS will continue national training sessions on payment and data submission with detailed instructions as part of the improper payment estimation process for Part D sponsors.","Jun  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  5:18PM","Apr 28 2022  5:18PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #2","This Program Review has been administered and completed.","Completed","","Dec  1 2021 12:00AM","Q2 2022"
"Apr 29 2022  7:27AM","Apr 29 2022  7:27AM","ED","Federal Pell Grant Program","Progress Goal #2","Coordinate with OMB to request updates to the OMB Compliance Supplement to further enhance and refine auditor requirements, including sampling requirements.","On-Track","This goal is a continuous activity.","Jul  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  8:01AM","Apr 29 2022  8:01AM","DOT","Federal Highway Administration Highway Planning and Construction","Progress Goal #2","","","","","Q2 2022"
"Apr 29 2022 12:23PM","Apr 29 2022 12:23PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #2","Reject electronic returns with missing or inconsistent information via math error.","On-Track","Approximately 94.3% of individual returns were filed electronically.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 29 2022 12:34PM","Apr 29 2022 12:34PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","In general, approximately 86% of refundable credit audits were conducted pre-refund.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 29 2022 12:44PM","Apr 29 2022 12:44PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","In general, approximately 86% of refundable credit audits were conducted pre-refund.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  4:40PM","Apr 29 2022  4:40PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Progress Goal #2","","","","","Q2 2022"
"Apr 29 2022  4:46PM","Apr 29 2022  4:46PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Progress Goal #2","","","","","Q2 2022"
"Dec  6 2021  2:55PM","Dec  6 2021  2:55PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","Conduct a comparative analysis of improper payments focusing on Actual Production History (APH) certification and unit structure support.","Completed","","May  1 2021 12:00AM","Q4 2021"
"Jul 28 2022  8:23AM","Jul 28 2022  8:23AM","OPM","Federal Retirement Services","Progress Goal #2","Enhance do not pay initiatives.","On-Track","","Dec  1 2022 12:00AM","Q3 2022"
"Oct 26 2022  1:11PM","Oct 26 2022  1:11PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #2","Conduct pre-refund audits.","Completed","In general, approximately 84% of refundable credit audits were conducted pre-refund.","Sep  1 2022 12:00AM","Q4 2022"
"Oct 26 2022  1:18PM","Oct 26 2022  1:18PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #2","Reject electronic returns with missing or inconsistent information via math error.","Completed","","Sep  1 2022 12:00AM","Q4 2022"
"Oct 26 2022  1:25PM","Oct 26 2022  1:25PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #2","Conduct pre-refund audits.","Completed","In general, approximately 84% of refundable credit audits were conducted pre-refund.","Sep  1 2022 12:00AM","Q4 2022"
"Apr 19 2022 10:43AM","Apr 19 2022 10:43AM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #1","Continue to promote timely wage reporting to improve timely receipt of wage and employment information.","On-Track","Number of wage reports (WR) received can be impacted by employment rates and fluctuate beyond agency’s control.  We strive to process all WRs and continue to pursue automation to capture timely wages that will reduce our reliance on self-reporting.","Sep  1 2023 12:00AM","Q2 2022"
"Apr 19 2022 10:59AM","Apr 19 2022 10:59AM","SSA","Supplemental Security Income (SSI)","Progress Goal #1","Continue to promote timely wage reporting to improve timely receipt of wage and employment information.","On-Track","Number of wage reports (WR) received can be impacted by employment rates and fluctuate beyond agency’s control.  We strive to process all WRs and continue to pursue automation to capture timely wages that will reduce our reliance on self-reporting.","Sep  1 2023 12:00AM","Q2 2022"
"Apr 28 2022 10:24AM","Apr 28 2022 10:24AM","FCC","Universal Service Fund - Lifeline","Progress Goal #1","Analyze duplicate subscribers in California and provide results to the California PUC.","On-Track","","Sep  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 11:30AM","Apr 28 2022 11:30AM","VA","Pension","Progress Goal #1","With the re-establishment of the Social Security Administration (SSA) income match, VA is working to conduct a full review of under-reported Social Security benefits for all beneficiaries. ","On-Track","Weekly claims batches scheduled to begin in June 2022.","Jun  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 12:08PM","Apr 28 2022 12:08PM","VA","Purchased Long Term Services and Supports","Progress Goal #1","Approve/Publish Fee Schedule for Community Nursing Home (CNH) on public VA website","On-Track","Data analysis is currently in progress to develop the rates going forward. ","Jun  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  1:35PM","Apr 28 2022  1:35PM","OPM","Federal Retirement Services","Progress Goal #1","Enhance fraud detection activities.","On-Track","","Dec  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  1:48PM","Apr 28 2022  1:48PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Progress Goal #1","Identifying ways to help grantees reduce errors.","On-Track","Since CCDF payments occur at the grantee level, the Office of Child Care’s (OCC) goal is to assist grantees in the administration of their CCDF programs including providing assistance in developing strategies to reduce improper payments.","Nov  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  2:55PM","Apr 28 2022  2:55PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #1","Offer Medicaid-only provider screening to states. Centralizing this process will improve efficiency and coordination across Medicare and Medicaid, reduce state and provider burden, and address one of the biggest sources of error measured.","On-Track","HHS piloted a process to screen Medicaid-only providers on behalf of states. 10 states are currently participating in provider screening and HHS continues to contact other states to gauge interest.","Dec  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  3:24PM","Apr 28 2022  3:24PM","DOD","Military Health Benefits - Healthcare","Progress Goal #1","CAP 1 – Over $100M First round of Quarterly Memos have been distributed to Contract Officers and their Reps and this process is now being utilized.","Completed","DHA will continue to provide quarterly results, recommendations and findings to the Program Office for the goal of reducing IPs.  ","Apr  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:06PM","Apr 28 2022  4:06PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #1","Review Choice Demonstration for Inpatient Rehabilitation Services","On-Track","HHS is developing a demonstration project to test the use of prior authorization for inpatient rehabilitation services.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:39PM","Apr 28 2022  4:39PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #1","Outreach to Plan Sponsors","On-Track","HHS will continue formal outreach to plan sponsors for invalid/incomplete documentation.","Jun  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  5:18PM","Apr 28 2022  5:18PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","The Approved Insurance Providers continue to submit the required documentation as part of the Production to Count Program Review.  Once all submissions are received the results will be analyzed and improper payments collected.","On-Track","","Jun  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  7:27AM","Apr 29 2022  7:27AM","ED","Federal Pell Grant Program","Progress Goal #1","FSA continues to utilize and promote the IRS Data Retrieval Tool, which enables Title IV student aid applicants and, as needed, parents of applicants, to transfer certain tax return data from an IRS website directly to their FAFSA.","On-Track","This goal is a continuous activity. FSA analyzed the usage of the IRS DRT and its expected impacts to improper payments and unknown payments.","Nov  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  8:01AM","Apr 29 2022  8:01AM","DOT","Federal Highway Administration Highway Planning and Construction","Progress Goal #1","Broaden distribution of an enhanced improper payment catalog to equip FHWA staff to effectively address compliance issues.","Completed","","Jan  1 2022 12:00AM","Q2 2022"
"Apr 29 2022 12:23PM","Apr 29 2022 12:23PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #1","Conduct post-refund activities to recapture overclaims.","On-Track","In FY 2021, AOTC document matching resulted in more than $63 million in revenue.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 29 2022 12:34PM","Apr 29 2022 12:34PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.
","On-Track","","Sep  1 2022 12:00AM","Q2 2022"
"Apr 29 2022 12:44PM","Apr 29 2022 12:44PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","Approximately 97% of EITC returns are filed electronically.","Sep  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  1:35PM","Apr 28 2022  1:35PM","OPM","Federal Retirement Services","Progress Goal #2","Enhance do not pay initiatives.","On-Track","","Dec  1 2022 12:00AM","Q2 2022"
"Jul 29 2022  9:48AM","Jul 29 2022  9:48AM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","In general, approximately 86% of refundable credit audits were conducted pre-refund.","Sep  1 2022 12:00AM","Q3 2022"
"Jul 29 2022 10:01AM","Jul 29 2022 10:01AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #2","Reject electronic returns with missing or inconsistent information via math error.","On-Track","","Sep  1 2022 12:00AM","Q3 2022"
"Jul 29 2022 10:10AM","Jul 29 2022 10:10AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","In general, approximately 86% of refundable credit audits were conducted pre-refund.","Sep  1 2022 12:00AM","Q3 2022"
"Dec  8 2021  7:38AM","Dec  8 2021  7:38AM","VA","Pension","Progress Goal #1","With the establishment of the SSA income match, VA is working to conduct a full review of all beneficiaries. ","On-Track","Project plan with leadership for review on 10/28/2021. Data will be reviewed and prioritize identified claims with monthly automated batch establishments until all cases are addressed.  Batches starting in FY22 Q2.","Mar  1 2022 12:00AM","Q4 2021"
"Aug  5 2022  8:28AM","Aug  5 2022  8:28AM","FCC","Universal Service Fund - Lifeline","Progress Goal #2","Planning to conduct targeted programmatic reviews of ETCs’ non-usage compliance, including reviews of policies & procedures and non-usage data. ","Completed","Dependent on resuming subscriber outreach post-COVID waivers.","Jul  1 2022 12:00AM","Q3 2022"
"Aug 13 2019  1:07PM","Aug 13 2019  1:07PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #2","HHS will work to complete status assessments of FY 2016 Payment Error Rate Measurement (PERM) corrective action plans and provide corresponding corrective action feedback to states.","On-Track","","Jun  1 2019 12:00AM","Q3 2019"
"Apr 16 2019  2:37PM","Apr 16 2019  2:37PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #1","Develop revised guidance to provide states with enhanced NDNH recommended operation procedures.","Completed","","Mar  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  9:49AM","Apr 19 2019  9:49AM","DOD","DoD Travel Pay","Progress Goal #1","Review Component corrective action plans (CAPs), monitor milestone dates to ensure progress is being made, review artifacts or evidence supporting the closure of milestones and CAPs, and continue to report metrics on top monetary loss errors.","On-Track","","Aug  1 2019 12:00AM","Q2 2019"
"Apr 27 2023 10:00PM","Apr 27 2023 10:00PM","SBA","7(a) Loan Guarantees Approvals","Progress Goal #1","Reducing the IP and UP estimates","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Apr 28 2023 10:55AM","Apr 28 2023 10:55AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #2","Monitor Corrective Action Plan submissions and follows up with all states on their progress in implementing effective corrective actions. Gather lessons learned to inform areas to evaluate for future guidance and education.","On-Track","","Jun  1 2023 12:00AM","Q2 2023"
"Jul 28 2022  6:48PM","Jul 28 2022  6:48PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #2","HHS monitors Corrective Action Plan submissions and follow up with all states on their progress in implementing effective corrective actions. HHS will use lessons learned to inform areas to evaluate for future guidance and education.","On-Track","HHS continues Payment Error Rate Measurement Corrective Action Plan oversight through individual state meetings and state cohort meetings.","Dec  1 2022 12:00AM","Q3 2022"
"Aug 13 2021  8:43AM","Aug 13 2021  8:43AM","FCC","Universal Service Fund - Lifeline","Progress Goal #2","Prepare to conduct targeted programmatic reviews of ETCsâ€™ non-usage compliance, including reviews of policies & procedures and non-usage data. ","Completed","Dependent on resuming subscriber outreach post-COVID waivers.","May  1 2021 12:00AM","Q3 2021"
"Dec 10 2021  6:39AM","Dec 10 2021  6:39AM","DOD","Commercial Pay","Progress Goal #1","Analyze Improper Payment data to identify refinements to the Advana Improper Payment Tool detection criteria/integrity checks that would allow the identification and prevention of additional improper payments in a prepayment environment.","On-Track","","Dec  1 2021 12:00AM","Q4 2021"
"Dec 10 2021  1:25PM","Dec 10 2021  1:25PM","ED","Federal Pell Grant Program","Progress Goal #2","Coordinate with OMB to request updates to the OMB Compliance Supplement to further enhance and refine auditor requirements, including sampling requirements. ","On-Track","This goal is a continuous activity. FSA plans to submit to OMB their final suggested edits to the OMB Compliance Supplement by the ECD.","Dec  1 2021 12:00AM","Q4 2021"
"Aug  7 2023 10:53AM","Aug  7 2023 10:53AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Progress Goal #1","Complete quality assurance checks of medical review results for the Risk Adjustment Data Validation Audit for payment year 2011. Quality assurance checks are necessary before an official audit report is finalized and overpayments can start being collected.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"May  6 2022 10:50AM","May  6 2022 10:50AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","RMA, in collaboration with the Center for Agribusiness Excellence (CAE), has identified policies with potential certification errors in which reviews are being conducted to verify the accuracy of the acreage certification.","On-Track","","Dec  1 2021 12:00AM","Q1 2022"
"Apr 19 2019 10:26AM","Apr 19 2019 10:26AM","VA","Pension","Progress Goal #1","Update current SSA Death Match utilizing the Death Master File to include award dependents of Veterans and survivors/beneficiaries.  Initiative would help ensure timely award adjustments based on death of dependents on VA running awards.","On-Track","Pension and Fiduciary Service drafted business requirements, however, review shows additional factors need to be considered before IT review. ","Aug  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  2:33PM","Apr 19 2019  2:33PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Progress Goal #1","Identifying ways to help grantees reduce errors.","On-Track","It is the Office of Child Care's (OCC) goal to assist grantees to improve the overall administration of their CCDF programs, to help them reduce errors, and to help them reduce improper payments.","Dec  1 2020 12:00AM","Q2 2019"
"Apr 28 2023  3:35PM","Apr 28 2023  3:35PM","ED","Federal Pell Grant Program","Progress Goal #1","FSA continues to utilize and promote the IRS Data Retrieval Tool, which enables Title IV student aid applicants and, as needed, parents of applicants, to transfer certain tax return data from an IRS website directly to their FAFSA.
","On-Track","","Jan  1 2024 12:00AM","Q2 2023"
"Apr 19 2019  2:47PM","Apr 19 2019  2:47PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #1","Conduct a Medicaid Integrity Institute course titled â€œMedicaid Provider Enrollment Seminarâ€? in May 2019, which will focus exclusively on complying with provider screening & enrollment requirements to reduce state & local agency process errors.","On-Track","","May  1 2019 12:00AM","Q2 2019"
"Apr 28 2023 10:25AM","Apr 28 2023 10:25AM","HHS","Health Resources and Services Administration (HRSA) - Provider Relief Fund General and Targeted","Progress Goal #2","Implement pre-payment controls for any new payments issued, such as manually validating high-dollar payments and additional peer reviewers to aid in identifying and correcting errors before payment disbursement.","On-Track","","Dec  1 2023 12:00AM","Q2 2023"
"Apr 19 2019  2:53PM","Apr 19 2019  2:53PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #1","Conduct a Medicaid Integrity Institute course titled â€œMedicaid Provider Enrollment Seminarâ€? in May 2019, which will focus exclusively on complying with provider screening & enrollment requirements to reduce state & local agency process errors.","On-Track","","May  1 2019 12:00AM","Q2 2019"
"Apr 19 2019  3:00PM","Apr 19 2019  3:00PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #2","In 2019, HHS will continue to approve IRF issues for Recovery Audit Contractor (RAC) review, as appropriate.","On-Track","","Dec  1 2019 12:00AM","Q2 2019"
"Apr 28 2023  2:02PM","Apr 28 2023  2:02PM","DOD","Military Health Benefits - Healthcare","Progress Goal #2","Continue to refine historical error and rebuttal reporting to better identify and track high frequency error types.  Incorporate new tables and graphs into the quarterly memos to highlight improper payment trends being identified through the quarterly compliance reviews. Identify additional opportunities to reduce documentation errors.  This reporting will also be addressed in the quarterly memos.","On-Track","","May  1 2023 12:00AM","Q2 2023"
"Feb 12 2021  5:03PM","Feb 12 2021  5:03PM","DOD","Commercial Pay","Progress Goal #2","Ongoing evaluation of large complex contracts to ensure additional reviews take place before payment is made.  In addition, continuous training for new and existing technicians performing entitlement and certification functions.","On-Track","","Dec  1 2021 12:00AM","Q1 2021"
"Feb 11 2021  3:08PM","Feb 11 2021  3:08PM","VA","VA Community Care","Progress Goal #1","Complete migration of all sites processing in eCAMS.","Completed","Program is continuing to update the business logic within eCAMS.","Nov  1 2020 12:00AM","Q1 2021"
"Apr 28 2023  3:35PM","Apr 28 2023  3:35PM","ED","Federal Pell Grant Program","Progress Goal #2","FSA continually performs training activities to mitigate root causes of improper payments. FSA recently delivered a Webinar titled “Verification 22-23 and 23-24.” The event attracted 1,971 participants from the financial aid community, setting a new attendance milestone, and FSA team also fielded nearly 250 questions during Q&A
","On-Track","","Sep  1 2023 12:00AM","Q2 2023"
"Oct 15 2019  9:08AM","Oct 15 2019  9:08AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #2","Synthesize and analyze the detailed error data from the IPERIA reviews in preparation for 2019 presentation to Approved Insurance Providers (AIPs).","On-Track","","Jan  1 2020 12:00AM","Q4 2019"
