"Agency","Program_Name","Fiscal_Year","Month_and_Year_start__date_for_data","Month_and_Year_end__date_for_data","CY_Confidence_Level_%","CY_Margin__of_Error_+/-","Outlays_($M)","IP_Amount_($M)","CY_Over-payment_$","CY_Under-payment_$","CY_Unknown_Payments_$","CY_Technically_Improper__due_to_Statute_or_Reg_$","CY_Overpayment_Rate","CY_Under_payment_Rate","CY_Unknown_Payments_Rate","CY_Technically_Improper_due_to_Statute_or_Reg_Rate","IP_Rate","IP_Unknown_Amount_($M)","IP_Unknown_Rate","IP_Unknown_Target_Rate","Outlays_Current_Year+1_Amount","Unknown_Curent_Year+1_Amount","IP_Current_Year+1_Amount","IP_Unknown_Current_Year+1_Rate"
"OSC","OSC - Investigation and Prosecution of Reprisals for Whistle Blowing","2022","","","","","","","","","","","","","","","","","","","","","",""
"PBGC","Benefit Payments","2022","","","","","","","","","","","","","","","","","","","","","",""
"PBGC","Contractor Payments","2022","","","","","","","","","","","","","","","","","","","","","",""
"PBGC","Multiemployer Financial Assistance Payments","2022","","","","","","","","","","","","","","","","","","","","","",""
"PBGC","Payments to Federal Employees","2022","","","","","","","","","","","","","","","","","","","","","",""
"PBGC","Premium Refunds","2022","","","","","","","","","","","","","","","","","","","","","",""
"PC","Volunteer Service","2022","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Employee Payments - Railroad Retirement Board","2021","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Employee Payments - Railroad Retirement Board","2022","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Medicare","2012","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Medicare","2013","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Medicare","2014","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Medicare","2015","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Medicare","2016","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Medicare","2017","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Medicare","2018","","","","","852.8100000000","","88.0400000000","1.7400000000","","","0.10323518720000","0.00204031380000","","","0.10527550100000","89.7800000000","0.10527550100000","","","","",""
"RRB","Medicare","2019","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Medicare","2020","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Retirement Act","2004","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Retirement Act","2005","","","","","9008.0000000000","","","","","","","","","","0.01641873890000","147.9000000000","0.01641873890000","","","","",""
"RRB","Railroad Retirement Act","2006","","","","","9197.9000000000","","","","","","","","","","0.01650376720000","151.8000000000","0.01650376720000","","","","",""
"RRB","Railroad Retirement Act","2007","","","","","9457.4000000000","","","","","","","","","","0.01359781760000","128.6000000000","0.01359781760000","","","","",""
"RRB","Railroad Retirement Act","2008","","","","","9812.5000000000","","","","","","","","","","0.00944713380000","92.7000000000","0.00944713380000","","","","",""
"RRB","Railroad Retirement Act","2009","","","","","10049.9000000000","","","","","","","","","","0.00786077470000","79.0000000000","0.00786077470000","","","","",""
"RRB","Railroad Retirement Act","2010","","","","","10519.4000000000","","","","","","","","","","0.00694906550000","73.1000000000","0.00694906550000","","","","",""
"RRB","Railroad Retirement Act","2011","","","","","10780.2000000000","","","","","","","","","","0.00577911360000","62.3000000000","0.00577911360000","","","","",""
"RRB","Railroad Retirement Act","2012","","","","","10946.5000000000","","","","","","","","","","0.00599278310000","65.6000000000","0.00599278310000","","","","",""
"RRB","Railroad Retirement Act","2013","","","","","11347.3000000000","","","","","","","","","","0.00544622950000","61.8000000000","0.00544622950000","","","","",""
"RRB","Railroad Retirement Act","2014","","","","","11650.4000000000","","","","","","","","","","0.00704696830000","82.1000000000","0.00704696830000","","","","",""
"RRB","Railroad Retirement Act","2015","","","","","11909.6200000000","","57.9600000000","12.6400000000","","","0.00486665400000","0.00106132690000","","","0.00592798090000","70.6000000000","0.00592798090000","","","","",""
"RRB","Railroad Retirement Act","2016","","","","","12188.2700000000","","52.9600000000","18.2500000000","","","0.00434516140000","0.00149734130000","","","0.00584250270000","71.2100000000","0.00584250270000","","","","",""
"RRB","Railroad Retirement Act","2017","","","","","12362.0000000000","","55.8860000000","18.8560000000","","","0.00452078950000","0.00152531950000","","","0.00604610900000","74.7420000000","0.00604610900000","","","","",""
"RRB","Railroad Retirement Act","2018","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Retirement Act","2019","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Retirement Act","2020","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Retirement Act","2021","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Retirement Act","2022","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2004","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2005","","","","","123.3000000000","","","","","","","","","","0.02108678020000","2.6000000000","0.02108678020000","","","","",""
"RRB","Railroad Unemployment Insurance Act","2006","","","","","111.2000000000","","","","","","","","","","0.02338129500000","2.6000000000","0.02338129500000","","","","",""
"RRB","Railroad Unemployment Insurance Act","2007","","","","","105.6000000000","","","","","","","","","","0.02556818180000","2.7000000000","0.02556818180000","","","","",""
"RRB","Railroad Unemployment Insurance Act","2008","","","","","107.0000000000","","","","","","","","","","0.01962616820000","2.1000000000","0.01962616820000","","","","",""
"RRB","Railroad Unemployment Insurance Act","2009","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2010","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2011","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2012","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2013","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2014","","","","","116.0000000000","","","","","","","","","","0.03620689660000","4.2000000000","0.03620689660000","","","","",""
"RRB","Railroad Unemployment Insurance Act","2015","","","","","106.2000000000","","2.9400000000","1.3500000000","","","0.02768361580000","0.01271186440000","","","0.04039548020000","4.2900000000","0.04039548020000","","","","",""
"RRB","Railroad Unemployment Insurance Act","2016","","","","","104.1200000000","","2.4010000000","1.0770000000","","","0.02305993080000","0.01034383400000","","","0.03332693050000","3.4700000000","0.03332693050000","","","","",""
"RRB","Railroad Unemployment Insurance Act","2017","","","","","155.8200000000","","2.3525380000","1.6000000000","","","0.01509779230000","0.01026825820000","","","0.02534976250000","3.9500000000","0.02534976250000","","","","",""
"RRB","Railroad Unemployment Insurance Act","2018","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2019","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2020","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2021","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Railroad Unemployment Insurance Act","2022","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Vendor Payments - Railroad Retirement Board","2021","","","","","","","","","","","","","","","","","","","","","",""
"RRB","Vendor Payments - Railroad Retirement Board","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","504 Certified Development Loans Approvals","2004","","","","","170.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2004","","","","","","","","","","","","","","","","","","","","","",""
"SBA","504 Certified Development Loans Approvals","2005","","","","","3917.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2005","","","","","","","","","","","","","","","","","","","","","",""
"SBA","504 Certified Development Loans Approvals","2006","","","","","4274.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2006","","","","","","","","","","","","","","","","","","","","","",""
"SBA","504 Certified Development Loans Approvals","2007","","","","","6282.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2007","","","","","6282.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2008","","","","","5245.6000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2008","","","","","5245.6000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2009","","","","","","","","","","","","","","","","","","","","","",""
"SBA","504 Certified Development Loans Approvals","2009","","","","","","","","","","","","","","","","","","","","","",""
"SBA","504 Certified Development Loans Approvals","2010","","","","","4500.2000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2010","","","","","4500.2000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2011","","","","","4375.3000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2011","","","","","4375.3000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","504 Certified Development Loans Approvals","2012","","","","","5121.6000000000","","","","","","","","","","0.02040378010000","104.5000000000","0.02040378010000","","","","",""
"SBA","504 Certified Development Loans Approvals","2013","","","","","6386.9000000000","","","","","","","","","","0.00538602450000","34.4000000000","0.00538602450000","","","","",""
"SBA","504 Certified Development Loans Approvals","2014","","","","","4571.5000000000","","","","","","","","","","0.01091545440000","49.9000000000","0.01091545440000","","","","",""
"SBA","504 Certified Development Loans Approvals","2015","","","","","4189.5300000000","","158.2000000000","0.0000000000","","","0.03776079890000","0.00000000000000","","","0.03776079890000","158.2000000000","0.03776079890000","","","","",""
"SBA","504 Certified Development Loans Approvals","2016","","","","","4594.8100000000","","119.5900000000","0.0000000000","","","0.02602719150000","0.00000000000000","","","0.02602719150000","119.5900000000","0.02602719150000","","","","",""
"SBA","504 Certified Development Loans Approvals","2017","","","","","4947.6000000000","","59.1600000000","0.0000000000","","","0.01195731260000","0.00000000000000","","","0.01195731260000","59.1600000000","0.01195731260000","","","","",""
"SBA","504 Certified Development Loans Approvals","2018","","","","","4583.9100000000","","118.1400000000","0.0000000000","","","0.02577275730000","0.00000000000000","","","0.02577275730000","118.1400000000","0.02577275730000","","","","",""
"SBA","504 Certified Development Loans Approvals","2019","2018-04-01","2019-03-31","$0.95","+/- 3  ","4784.3000000000","26.6500000000","26.6500000000","0.0000000000","0.0000000000","0.0000000000","0.00557030290000","0.00000000000000","0.00000000000000","0.00000000000000","0.00557030290000","26.6500000000","0.00557030290000","","","","",""
"SBA","504 Certified Development Loans Approvals","2020","2019-04-01","2020-03-31","0.95"," +/- 3","5683.3500000000","216.5200000000","216.5200000000","0.0000000000","0.0000000000","0.0000000000","0.03809724900000","0.00000000000000","0.00000000000000","0.00000000000000","0.03809724900000","216.5200000000","0.03809724900000","","","","",""
"SBA","504 Certified Development Loans Approvals","2021","2020-04-01","2021-03-01",">95%","3.0","6356.9945400000","195.0904960000","0.0000000000","0.0000000000","31.4702700000","195.0904960000","0.00000000000000","0.00000000000000","0.00495049510000","0.03068910860000","0.03068910860000","226.5607660000","0.03563960370000","","","","",""
"SBA","504 Certified Development Loans Approvals","2022","2021-04-01","2022-03-01","95% to <100%","3.0","10020.7900000000","198.9623310000","198.9623310000","0.0000000000","2.2784830000","0.0000000000","0.01985495460000","0.00000000000000","0.00022737560000","0.00000000000000","0.01985495460000","201.2408140000","0.02008233020000","0.01890000000000","10807.1368700000","0.0000000000","204.2548668400","0.01889999810000"
"SBA","504 Certified Development Loans Approvals","2023","2022-04-01","2023-03-01","95% to <100%","3.0","7150.2430000000","196.7033680000","0.0000000000","0.0000000000","27.7141200000","196.7033680000","0.00000000000000","0.00000000000000","0.00387596900000","0.02751002560000","0.02751002560000","224.4174880000","0.03138599460000","0.02650000000000","9318.9610000000","0.0000000000","246.9524665000","0.02650000000000"
"SBA","504 Certified Development Loans Approvals","2024","2023-04-01","2024-03-01","95% to <100%","2.31","6329.1600000000","236.7300000000","0.0000000000","0.0000000000","50.4300000000","236.7300000000","0.00000000000000","0.00000000000000","0.00796788199400","0.03740306770600","0.03740306770600","287.1600000000","0.04537094969900","0.03960000000000","6725.7882300000","0.0000000000","266.3400000000","0.03959981951400"
"SBA","7(a) Business Loans","2004","","","","","","","","","","","","","","","","","","","","","",""
"SBA","7(a) Business Loans","2005","","","","","605.0000000000","","","","","","","","","","0.05123966940000","31.0000000000","0.05123966940000","","","","",""
"SBA","7(a) Business Loans","2006","","","","","651.0000000000","","","","","","","","","","0.01536098310000","10.0000000000","0.01536098310000","","","","",""
"SBA","7(a) Business Loans","2007","","","","","610.2000000000","","","","","","","","","","0.00426089810000","2.6000000000","0.00426089810000","","","","",""
"SBA","7(a) Business Loans","2008","","","","","1230.9000000000","","","","","","","","","","0.00528068890000","6.5000000000","0.00528068890000","","","","",""
"SBA","7(a) Business Loans","2009","","","","","1805.4000000000","","","","","","","","","","0.03810789850000","68.8000000000","0.03810789850000","","","","",""
"SBA","7(a) Business Loans","2010","","","","","2392.2000000000","","","","","","","","","","0.01872753110000","44.8000000000","0.01872753110000","","","","",""
"SBA","7(a) Business Loans","2011","","","","","2355.6000000000","","","","","","","","","","0.01727797590000","40.7000000000","0.01727797590000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2004","","","","","","","","","","","","","","","","","","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2005","","","","","","","","","","","","","","","","","","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2006","","","","","","","","","","","","","","","","","","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2007","","","","","13517.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2008","","","","","11739.1000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2009","","","","","","","","","","","","","","","","","","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2010","","","","","11638.7000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2011","","","","","5327.8000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2012","","","","","12933.7000000000","","","","","","","","","","0.01803041670000","233.2000000000","0.01803041670000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2013","","","","","10994.5000000000","","","","","","","","","","0.04646868890000","510.9000000000","0.04646868890000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2014","","","","","11741.1000000000","","","","","","","","","","0.05152839170000","605.0000000000","0.05152839170000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2015","","","","","15160.4800000000","","848.0800000000","0.0000000000","","","0.05594018130000","0.00000000000000","","","0.05594018130000","848.0800000000","0.05594018130000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2016","","","","","17457.0400000000","","166.7700000000","0.0000000000","","","0.00955316590000","0.00000000000000","","","0.00955316590000","166.7700000000","0.00955316590000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2017","","","","","18115.9600000000","","233.8700000000","0.0000000000","","","0.01290961120000","0.00000000000000","","","0.01290961120000","233.8700000000","0.01290961120000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2018","","","","","18746.7700000000","","519.4000000000","0.0000000000","","","0.02770610620000","0.00000000000000","","","0.02770610620000","519.4000000000","0.02770610620000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2019","2018-04-01","2019-03-31","$0.95","+/- 3  ","16713.7400000000","358.6500000000","358.6500000000","0.0000000000","0.0000000000","0.0000000000","0.02145839290000","0.00000000000000","0.00000000000000","0.00000000000000","0.02145839290000","358.6500000000","0.02145839290000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2020","2019-04-01","2020-03-31","0.95"," +/- 3","15728.2900000000","323.2300000000","323.2300000000","0.0000000000","0.0000000000","0.0000000000","0.02055086730000","0.00000000000000","0.00000000000000","0.00000000000000","0.02055086730000","323.2300000000","0.02055086730000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2021","2020-04-01","2021-03-01",">95%","3.0","17342.4924590000","352.6144726987","0.0000000000","0.0000000000","0.0000000000","352.6144726987","0.00000000000000","0.00000000000000","0.00000000000000","0.02033239880000","0.02033239880000","352.6144726987","0.02033239880000","","","","",""
"SBA","7(a) Loan Guarantees Approvals","2022","2021-04-01","2022-03-01","95% to <100%","3.0","29717.2064260000","298.0692260000","298.0692260000","0.0000000000","0.0000000000","0.0000000000","0.01003019000000","0.00000000000000","0.00000000000000","0.00000000000000","0.01003019000000","298.0692260000","0.01003019000000","0.01003000000000","30031.5817821000","0.0000000000","301.2167652700","0.01003000000000"
"SBA","7(a) Loan Guarantees Approvals","2023","2022-04-01","2023-03-01","95% to <100%","3.0","20110.2175282700","262.7405960000","0.0000000000","0.0000000000","0.0000000000","262.7405960000","0.00000000000000","0.00000000000000","0.00000000000000","0.01306503000000","0.01306503000000","262.7405960000","0.01306503000000","0.01000000000000","27104.6800000000","0.0000000000","271.0467577948","0.00999999840000"
"SBA","7(a) Loan Guarantees Approvals","2024","2023-04-01","2024-03-01","95% to <100%","2.71","20294.4034263900","1103.3481540000","0.0000000000","0.0000000000","0.0000000000","1103.3481540000","0.00000000000000","0.00000000000000","0.00000000000000","0.05436711446100","0.05436711446100","1103.3481540000","0.05436711446100","0.02230000000000","21678.2700000000","0.0000000000","483.4300000000","0.02230021122500"
"SBA","7(a) Loan Guarantees Purchases","2012","","","","","1398.4000000000","","","","","","","","","","0.03146453090000","44.0000000000","0.03146453090000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2013","","","","","1211.4000000000","","","","","","","","","","0.01147432720000","13.9000000000","0.01147432720000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2014","","","","","858.6000000000","","","","","","","","","","0.01747030050000","15.0000000000","0.01747030050000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2015","","","","","880.1600000000","","4.0500000000","3.8600000000","","","0.00460143610000","0.00438556630000","","","0.00898700240000","7.9100000000","0.00898700240000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2016","","","","","576.9200000000","","9.8800000000","3.4900000000","","","0.01712542470000","0.00604936560000","","","0.02317479030000","13.3700000000","0.02317479030000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2017","","","","","655.5600000000","","21.6900000000","6.6600000000","","","0.03308621640000","0.01015925320000","","","0.04324546950000","28.3500000000","0.04324546950000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2018","","","","","689.2000000000","","17.5700000000","4.6100000000","","","0.02549332560000","0.00668891470000","","","0.03218224030000","22.1800000000","0.03218224030000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2019","2018-04-01","2019-03-31","$0.95","+/- 3  ","866.0200000000","31.3600000000","19.8700000000","11.4900000000","0.0000000000","0.0000000000","0.02294404290000","0.01326759200000","0.00000000000000","0.00000000000000","0.03621163480000","31.3600000000","0.03621163480000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2020","2019-04-01","2020-03-31","0.95","  +/- 3","1266.8200000000","69.8200000000","53.6200000000","16.2000000000","0.0000000000","0.0000000000","0.04232645520000","0.01278792570000","0.00000000000000","0.00000000000000","0.05511438090000","69.8200000000","0.05511438090000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2021","2020-04-01","2021-03-01",">95%","3.0","568.2390720000","19.0104085700","16.5471904800","2.4632180900","0.0000000000","0.0000000000","0.02912012090000","0.00433482700000","0.00000000000000","0.00000000000000","0.03345494790000","19.0104085700","0.03345494790000","","","","",""
"SBA","7(a) Loan Guarantees Purchases","2022","2021-04-01","2022-03-01","95% to <100%","3.0","706.8704440000","29.3246893400","26.6593411400","2.6653482000","0.4624900000","0.0000000000","0.03771460720000","0.00377063180000","0.00065427830000","0.00000000000000","0.04148523900000","29.7871793400","0.04213951740000","0.04050000000000","946.5691757800","0.0000000000","38.3360516200","0.04050000000000"
"SBA","7(a) Loan Guarantees Purchases","2023","2022-04-01","2023-03-01","95% to <100%","3.0","793.6503818100","48.8089485900","37.7516029800","11.0573456100","0.0000000000","0.0000000000","0.04756704440000","0.01393226270000","0.00000000000000","0.00000000000000","0.06149930710000","48.8089485900","0.06149930710000","0.06050000000000","922.4473412400","0.0000000000","55.8080641450","0.06050000000000"
"SBA","7(a) Loan Guarantees Purchases","2024","2023-04-01","2024-03-01","95% to <100%","2.51","1394.7429750800","74.5234253300","64.7861768100","9.7372485200","0.0000000000","0.0000000000","0.04645026214000","0.00698139276800","0.00000000000000","0.00000000000000","0.05343165490800","74.5234253300","0.05343165490800","0.05340000000000","965.0879340000","0.0000000000","51.5356960000","0.05340000033600"
"SBA","7(j) Technical Assistance","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Community Navigator Pilot Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Congressional Grants","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","COVID-Economic Injury Disaster Loan (EIDL)","2021","","","","","","","","","","","","","","","","","","","","","",""
"SBA","COVID-Economic Injury Disaster Loan (EIDL)","2022","2021-04-01","2022-03-01","95% to <100%","3.0","153811.6395410000","6916.7100000000","2600.0300000000","461.2600000000","0.0000000000","3855.4200000000","0.01690398730000","0.00299886280000","0.00000000000000","0.02506585330000","0.04496870340000","6916.7100000000","0.04496870340000","0.04400000000000","17329.1469780000","0.0000000000","779.2700000000","0.04496874550000"
"SBA","COVID-Economic Injury Disaster Loan (EIDL)","2023","2022-04-01","2023-03-01","95% to <100%","3.0","38931.7100000000","3171.7700000000","2537.3900000000","634.3800000000","0.0000000000","0.0000000000","0.06517540590000","0.01629468630000","0.00000000000000","0.00000000000000","0.08147009210000","3171.7700000000","0.08147009210000","0.00000000000000","0.0000000000","0.0000000000","0.0000000000",""
"SBA","Cybersecurity for Small Business Pilot Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Disaster Assistance Loans","2004","","","","","806.0000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"SBA","Disaster Assistance Loans","2005","","","","","2231.0000000000","","","","","","","","","","0.00089645900000","2.0000000000","0.00089645900000","","","","",""
"SBA","Disaster Assistance Loans","2006","","","","","11170.0000000000","","","","","","","","","","0.00796777080000","89.0000000000","0.00796777080000","","","","",""
"SBA","Disaster Assistance Loans","2007","","","","","819.7000000000","","","","","","","","","","0.00548981330000","4.5000000000","0.00548981330000","","","","",""
"SBA","Disaster Assistance Loans","2008","","","","","825.8000000000","","","","","","","","","","0.61600871880000","508.7000000000","0.61600871880000","","","","",""
"SBA","Disaster Assistance Loans","2009","","","","","806.0000000000","","","","","","","","","","0.20905707200000","168.5000000000","0.20905707200000","","","","",""
"SBA","Disaster Assistance Loans","2010","","","","","372.1000000000","","","","","","","","","","0.34157484550000","127.1000000000","0.34157484550000","","","","",""
"SBA","Disaster Assistance Loans","2011","","","","","339.6000000000","","","","","","","","","","0.28356890460000","96.3000000000","0.28356890460000","","","","",""
"SBA","Disaster Assistance Loans","2012","","","","","509.1000000000","","","","","","","","","","0.17874680810000","91.0000000000","0.17874680810000","","","","",""
"SBA","Disaster Assistance Loans","2013","","","","","659.0000000000","","","","","","","","","","0.18376327770000","121.1000000000","0.18376327770000","","","","",""
"SBA","Disaster Assistance Loans","2014","","","","","585.6000000000","","","","","","","","","","0.11987704920000","70.2000000000","0.11987704920000","","","","",""
"SBA","Disaster Assistance Loans","2015","","","","","302.2800000000","","24.4900000000","0.0800000000","","","0.08101759960000","0.00026465530000","","","0.08128225490000","24.5700000000","0.08128225490000","","","","",""
"SBA","Disaster Assistance Loans","2016","","","","","344.9100000000","","16.0400000000","2.3200000000","","","0.04650488530000","0.00672639240000","","","0.05323127770000","18.3600000000","0.05323127770000","","","","",""
"SBA","Disaster Assistance Loans","2017","","","","","903.8800000000","","116.2800000000","7.1000000000","","","0.12864539540000","0.00785502500000","","","0.13650042040000","123.3800000000","0.13650042040000","","","","",""
"SBA","Disaster Assistance Loans","2018","","","","","3080.2300000000","","267.2300000000","7.1800000000","","","0.08675650840000","0.00233099480000","","","0.08908750320000","274.4100000000","0.08908750320000","","","","",""
"SBA","Disaster Assistance Loans","2019","2018-07-01","2019-03-01","$0.95","+/- 2.09","1635.9335660000","67.1600000000","45.4300000000","21.7300000000","35.9000000000","0.0000000000","0.02777007630000","0.01328293550000","0.02194465640000","0.00000000000000","0.04105301180000","103.0600000000","0.06299766820000","","","","",""
"SBA","Disaster Assistance Loans","2020","2020-04-19","2020-03-20","0.95"," +/- 2.6","790.6885654400","94.7538279133","15.5335384393","79.2202894740","0.0000000000","0.0000000000","0.01964558380000","0.10019152030000","0.00000000000000","0.00000000000000","0.11983710410000","94.7538279133","0.11983710410000","","","","",""
"SBA","Disaster Assistance Loans","2021","2020-04-01","2021-03-01",">95%","3.0","544.9750000000","72.8439670000","31.6546200000","41.1893470000","0.0000000000","0.0000000000","0.05808453600000","0.07558025050000","0.00000000000000","0.00000000000000","0.13366478650000","72.8439670000","0.13366478650000","","544.9750000000","0.0000000000","72.8440000000","0.13366484700000"
"SBA","Disaster Assistance Loans","2022","2021-04-01","2022-03-01","95% to <100%","3.0","1133.5939850000","34.6900000000","15.6500000000","6.6000000000","0.0000000000","12.4400000000","0.01380564840000","0.00582219040000","0.00000000000000","0.01097394670000","0.03060178550000","34.6900000000","0.03060178550000","0.02960000000000","1133.5939580000","0.0000000000","33.5540000000","0.02959966380000"
"SBA","Disaster Assistance Loans","2023","2022-04-01","2023-03-01","95% to <100%","3.0","871.6400000000","34.2900000000","33.1300000000","1.1600000000","0.0000000000","0.0000000000","0.03800881100000","0.00133082470000","0.00000000000000","0.00000000000000","0.03933963560000","34.2900000000","0.03933963560000","0.03830000000000","1350.1131143800","0.0000000000","51.7093322808","0.03830000000000"
"SBA","Disaster Assistance Loans","2024","2023-04-01","2024-03-01","95% to <100%","1.7","1175.6996230600","42.5367582100","24.5921315000","17.9446267100","0.0000000000","0.0000000000","0.02091701912400","0.01526293481600","0.00000000000000","0.00000000000000","0.03617995394000","42.5367582100","0.03617995394000","0.03500000000000","1339.0300000000","0.0000000000","46.8700000000","0.03500294989700"
"SBA","Economic Injury Disaster Loan Emergency Assistance (Advance)","2022","2021-04-01","2022-03-01","95% to <100%","3.0","7849.8392780000","766.3400000000","766.3400000000","0.0000000000","0.0000000000","0.0000000000","0.09762492870000","0.00000000000000","0.00000000000000","0.00000000000000","0.09762492870000","766.3400000000","0.09762492870000","0.09660000000000","0.0000000000","0.0000000000","0.0000000000",""
"SBA","Economic Injury Disaster Loan Emergency Assistance (Advance)","2023","2022-04-01","2023-03-01","95% to <100%","3.0","74.5300000000","5.0700000000","5.0700000000","0.0000000000","0.0000000000","0.0000000000","0.06802629810000","0.00000000000000","0.00000000000000","0.00000000000000","0.06802629810000","5.0700000000","0.06802629810000","0.00000000000000","0.0000000000","0.0000000000","0.0000000000",""
"SBA","Federal and State Technology Partnership Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Growth Accelerator Fund Competition","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Microloan Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"SBA","Microloan Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"SBA","OED Resource Partners Training Portal (RPTP)","2022","","","","","","","","","","","","","","","","","","","","","",""
