"Agency","Program_Name","Fiscal_Year","key","value"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Disposition of Funds Through Returned to Treasury","0.0300000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.1000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000800000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Aging of Outstanding OP Identified Amt over 1 year","0.1000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Aging of Outstanding OP Identified determined not collectable","0.0000300000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Total Overpayment Amount Recovered","1.2000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Total Overpayment Amount Identified","1.3000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Returned to Original Account","1.2000000000"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Recovery Audit Amount Outstanding Rate","0.0769230769"
"TREASURY","The Mint - United States Mint Public Enterprise Fund","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0000230769"
"TREASURY","TIGTA","2018","OP Amt Identified outside of Payment Recapture Audits","0.0015000000"
"TREASURY","TIGTA","2018","OP Amt Recapture outside of Payment Recapture Audits","0.0009000000"
"TREASURY","TIGTA","2018","OP Amt Identified through Payment Recapture Audits","0.0030000000"
"TREASURY","TIGTA","2018","OP Amt Recaptured through Payment Recapture Audits","0.0033000000"
"TREASURY","TIGTA","2018","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.8500000000"
"TREASURY","TIGTA","2018","Disposition of Funds Through Original Purpose","0.0015000000"
"TREASURY","TIGTA","2018","Disposition of Funds Through Returned to Treasury","0.0018000000"
"TREASURY","TIGTA","2018","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0001000000"
"TREASURY","TIGTA","2018","Aging of Outstanding OP Identified determined not collectable","0.0136000000"
"TREASURY","TIGTA","2018","Total Overpayment Amount Recovered","0.0042000000"
"TREASURY","TIGTA","2018","Total Overpayment Amount Identified","0.0045000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","OP Amt Identified outside of Payment Recapture Audits","0.1000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","OP Amt Recapture outside of Payment Recapture Audits","0.1000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Disposition of Funds Through Original Purpose","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Total Overpayment Amount Recovered","0.1000000000"
"USAGM","International Broadcasting Bureau (IBB)","2019","Total Overpayment Amount Identified","0.1000000000"
"USAGM","Middle East Broadcasting Networks (MBN/MN)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAGM","Middle East Broadcasting Networks (MBN/MN)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAGM","Radio Free Europe (RFE/RL)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAGM","Radio Free Europe (RFE/RL)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAGM (BBG)","Voice of America (VOA)","2018","OP Amt Identified outside of Payment Recapture Audits","0.0300000000"
"USAGM (BBG)","Voice of America (VOA)","2018","OP Amt Recapture outside of Payment Recapture Audits","0.0285000000"
"USAID","A17 Infrastructure","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAID","A17 Infrastructure","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","A18 Agriculture","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAID","A18 Agriculture","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","A27 Administration and Oversight","2021","OP Amt Identified outside of Payment Recapture Audits","0.9260000000"
"USAID","A27 Administration and Oversight","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","EG.2 Economic Growth/Trade and Investment","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAID","EG.2 Economic Growth/Trade and Investment","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","1.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Total Overpayment Amount Recovered","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Total Overpayment Amount Identified","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","2021","Returned to Original Account","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.6000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Total Overpayment Amount Recovered","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Total Overpayment Amount Identified","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","2021","Returned to Original Account","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"STATE","","2023","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","","2023","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","","2023","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","","2023","Aging of Outstanding OP Identified Amt over 1 year","0.2600000000"
"STATE","","2023","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","","2023","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","","2023","Total Overpayment Amount Recovered","40.4500000000"
"STATE","","2023","Total Overpayment Amount Identified","38.9200000000"
"STATE","","2023","Returned to Original Account","0.0000000000"
"STATE","","2023","Recovery Audit Amount Outstanding Rate","0.0000000000"
"STATE","","2023","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0000000000"
"STATE","","2023","Recovery Audit Amount Identified In Prior Reporting Periods Determined Not Collectable During This Reporting Period","0.0000000000"
"STATE","American Compensation","2017","OP Amt Identified outside of Payment Recapture Audits","7.1300000000"
"STATE","American Compensation","2017","OP Amt Recapture outside of Payment Recapture Audits","5.9690000000"
"STATE","Assessed Contributions","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"STATE","Assessed Contributions","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"STATE","Assessed Contributions","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Assessed Contributions","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Assessed Contributions","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Assessed Contributions","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Assessed Contributions","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Assessed Contributions","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Assessed Contributions","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Assessed Contributions","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","Assessed Contributions","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Assessed Contributions","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Assessed Contributions","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"STATE","Assessed Contributions","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Assessed Contributions","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","Assessed Contributions","2021","Total Overpayment Amount Recovered","0.0000000000"
"STATE","Assessed Contributions","2021","Total Overpayment Amount Identified","0.0000000000"
"STATE","Assessed Contributions","2021","Returned to Original Account","0.0000000000"
"STATE","Diplomatic Programs","2021","OP Amt Identified outside of Payment Recapture Audits","1.5100000000"
"STATE","Diplomatic Programs","2021","OP Amt Recapture outside of Payment Recapture Audits","1.7200000000"
"STATE","Diplomatic Programs","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Diplomatic Programs","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Diplomatic Programs","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Diplomatic Programs","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Diplomatic Programs","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Diplomatic Programs","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Diplomatic Programs","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Diplomatic Programs","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","Diplomatic Programs","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Diplomatic Programs","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Diplomatic Programs","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0600000000"
"STATE","Diplomatic Programs","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Diplomatic Programs","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","Diplomatic Programs","2021","Total Overpayment Amount Recovered","1.7200000000"
"STATE","Diplomatic Programs","2021","Total Overpayment Amount Identified","1.5100000000"
"STATE","Diplomatic Programs","2021","Returned to Original Account","0.0000000000"
"STATE","Educational Programs","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"STATE","Educational Programs","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"STATE","Educational Programs","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Educational Programs","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Educational Programs","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Educational Programs","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Educational Programs","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Educational Programs","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Educational Programs","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Educational Programs","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","Educational Programs","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Educational Programs","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Educational Programs","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"STATE","Educational Programs","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Educational Programs","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","Educational Programs","2021","Total Overpayment Amount Recovered","0.0000000000"
"STATE","Educational Programs","2021","Total Overpayment Amount Identified","0.0000000000"
"STATE","Educational Programs","2021","Returned to Original Account","0.0000000000"
"STATE","Foreign Locally Employed Compensation","2017","OP Amt Identified outside of Payment Recapture Audits","0.0190000000"
"STATE","Foreign Service Annuities","2020","OP Amt Identified outside of Payment Recapture Audits","0.3376476600"
"STATE","Foreign Service Annuities","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0573323700"
"STATE","Foreign Service Annuities","2020","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Foreign Service Annuities","2020","OP Amt Recaptured through Payment Recapture Audits","0.0175400000"
"STATE","Foreign Service Annuities","2020","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9500000000"
"STATE","Foreign Service Annuities","2020","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Foreign Service Annuities","2020","Disposition of Funds Through Original Purpose","0.0175400000"
"STATE","Foreign Service Annuities","2020","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Foreign Service Annuities","2020","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Foreign Service Annuities","2020","Aging of Outstanding OP Identified Remaining Unrecovered","0.0312303000"
"STATE","Foreign Service Annuities","2020","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Foreign Service Annuities","2020","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Foreign Service Annuities","2020","Aging of Outstanding OP Identified Amt over 1 year","0.0312303000"
"STATE","Foreign Service Annuities","2020","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Foreign Service Annuities","2020","Total Overpayment Amount Recovered","0.0748723700"
"STATE","Foreign Service Annuities","2020","Total Overpayment Amount Identified","0.3376476600"
"STATE","Fulbright Program","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"STATE","Fulbright Program","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"STATE","Fulbright Program","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Fulbright Program","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Fulbright Program","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Fulbright Program","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Fulbright Program","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Fulbright Program","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Fulbright Program","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Fulbright Program","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","Fulbright Program","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Fulbright Program","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Fulbright Program","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"STATE","Fulbright Program","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Fulbright Program","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","Fulbright Program","2021","Total Overpayment Amount Recovered","0.0000000000"
"STATE","Fulbright Program","2021","Total Overpayment Amount Identified","0.0000000000"
"STATE","Fulbright Program","2021","Returned to Original Account","0.0000000000"
"STATE","International Narcotics Control and Law Enforcement","2020","OP Amt Identified outside of Payment Recapture Audits","0.3918771400"
"STATE","International Narcotics Control and Law Enforcement","2020","OP Amt Recapture outside of Payment Recapture Audits","0.3163365000"
"STATE","International Narcotics Controls and Law Enforcement","2017","OP Amt Identified outside of Payment Recapture Audits","0.0610000000"
"STATE","International Narcotics Controls and Law Enforcement","2017","OP Amt Recapture outside of Payment Recapture Audits","0.0130000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","OP Amt Identified outside of Payment Recapture Audits","0.0145000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","OP Amt Recapture outside of Payment Recapture Audits","0.2431000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Total Overpayment Amount Recovered","0.2431000000"
"STATE","Nonproliferation, Antiterrorism, Demining","2019","Total Overpayment Amount Identified","0.0145000000"
"STATE","Nonproliferation, Anti-terrorism, De-mining","2017","OP Amt Identified outside of Payment Recapture Audits","0.0130000000"
"STATE","Nonproliferation, Anti-terrorism, De-mining","2017","OP Amt Recapture outside of Payment Recapture Audits","0.0130000000"
"STATE","Office of Inspector General - Department of State","2021","OP Amt Identified outside of Payment Recapture Audits","0.0870000000"
"STATE","Office of Inspector General - Department of State","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0870000000"
"STATE","Office of Inspector General - Department of State","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","Office of Inspector General - Department of State","2021","Total Overpayment Amount Recovered","0.0870000000"
"STATE","Office of Inspector General - Department of State","2021","Total Overpayment Amount Identified","0.0870000000"
"STATE","Office of Inspector General - Department of State","2021","Returned to Original Account","0.0000000000"
"STATE","Temporary Duty Travel","2021","OP Amt Identified outside of Payment Recapture Audits","0.0600000000"
"STATE","Temporary Duty Travel","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0600000000"
"STATE","Temporary Duty Travel","2021","OP Amt Identified through Payment Recapture Audits","0.0001890000"
"STATE","Temporary Duty Travel","2021","OP Amt Recaptured through Payment Recapture Audits","0.0200000000"
"STATE","Temporary Duty Travel","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9500000000"
"STATE","Temporary Duty Travel","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Temporary Duty Travel","2021","Disposition of Funds Through Original Purpose","0.0200000000"
"STATE","Temporary Duty Travel","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Temporary Duty Travel","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Temporary Duty Travel","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","Temporary Duty Travel","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Temporary Duty Travel","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Temporary Duty Travel","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0200000000"
"STATE","Temporary Duty Travel","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Temporary Duty Travel","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","Temporary Duty Travel","2021","Total Overpayment Amount Recovered","0.0800000000"
"STATE","Temporary Duty Travel","2021","Total Overpayment Amount Identified","0.0601890000"
"STATE","Temporary Duty Travel","2021","Returned to Original Account","0.0000000000"
"STATE","Temporary Duty Travel","2021","Recovery Audit Amount Outstanding Rate","0.0000000000"
"STATE","Temporary Duty Travel","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0000000000"
"STATE","Voluntary Contributions","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"STATE","Voluntary Contributions","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"STATE","Voluntary Contributions","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Voluntary Contributions","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Voluntary Contributions","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Voluntary Contributions","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Voluntary Contributions","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Voluntary Contributions","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Voluntary Contributions","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Voluntary Contributions","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
