"End Date","Recorded Date","Agency","Program Name","ActionNumber","ActionTaken","RecoveryMethod","OverpaymentsRecoverPlan","Quarter Year"
"Apr 26 2023  8:33AM","Apr 26 2023  8:33AM","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #3","","","","Q2 2023"
"Apr 28 2022  3:24PM","Apr 28 2022  3:24PM","DOD","Military Health Benefits - Healthcare","Overpayments #3","Annual Cost of Healthcare Audit is a contractual requirement for TRICARE private sector regional Contractors to recoup unallowable costs.","Recovery Activity","Annual Cost of Healthcare Audit requires regional Contractors to recoup unallowable costs determined on a yearly basis. $27M in recoupments on the underwritten claims in this audit were validated in this quarter.","Q2 2022"
"Apr 29 2022 12:23PM","Apr 29 2022 12:23PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #3","Math Errors","Recovery Activity","The IRS has been granted statutory authority to use an automated process to identify certain math or other computational irregularities and automatically adjust the return for the taxpayer.","Q2 2022"
"Apr 28 2022  4:30PM","Apr 28 2022  4:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Overpayments #1","HHS issued a proposed rule regarding how to calculate overpayments identified as a result of contract-level Risk Adjustment Data Validation audits.","Recovery Activity","HHS issued a proposed rule regarding how to calculate overpayments identified as a result of contract-level Risk Adjustment Data Validation audits.","Q2 2022"
"Apr 26 2023 12:45PM","Apr 26 2023 12:45PM","VA","VA Community Care","Overpayments #3","","","","Q2 2023"
"Apr 27 2023  2:55PM","Apr 27 2023  2:55PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #2","AIPs are notified of any overpayments through
RMA's Compliance Activities and Results
System (CARS) in accordance with the
Standard Reinsurance Agreement
requirements. They are then tracked, collected,
and verified through RMA's accounting system.","Recovery Activity","AIPs are notified of any overpayments through
RMA's Compliance Activities and Results
System (CARS) in accordance with the
Standard Reinsurance Agreement
requirements. They are then tracked, collected,
and verified through RMA's accounting system.","Q2 2023"
"Apr 27 2023  3:09PM","Apr 27 2023  3:09PM","SBA","COVID-Economic Injury Disaster Loan (EIDL)","Overpayments #2","","","","Q2 2023"
"Apr 27 2023  9:51AM","Apr 27 2023  9:51AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #3","ETA is monitoring the use of grant funds provided to support states with fraud detection and prevention, including identity verification and overpayment recovery activities, and assessing the potential need for additional guidance regarding overpayment recovery.","Recovery Activity","Explore additional funding opportunities to improve overpayment recovery and/or the potential need for additional guidance regarding overpayment recovery.   ","Q2 2023"
"Apr 27 2023  4:38PM","Apr 27 2023  4:38PM","VA","Pension","Overpayments #3","","","","Q2 2023"
"Apr 28 2023  7:38AM","Apr 28 2023  7:38AM","DOD","DoD Travel Pay","Overpayments #3","Placed priority on reviewing improper payments identified by the Compliance Tool during recurring program meetings with the commands.","Recovery Audit","DTMO Compliance Tool – Automated process that reviews voucher data against established logic to identify improper payments and flag for review. Commands are responsible for reviewing identified errors to correct/collect the improper payment. ","Q2 2023"
"Apr 28 2023  2:02PM","Apr 28 2023  2:02PM","DOD","Military Health Benefits - Healthcare","Overpayments #3","DHA enforces contract policies to recover identified overpayments. IPs disbursed for non-underwritten care are required to be recouped from providers. If refunds are not received, the contractors retain a receivable to offset future claims from those providers. ","Recovery Audit","Quarterly compliance results are being reported to the contractors, the Program Office.  Details are provided for each claim identified as an overpayment. The contractors can confirm that recoupment efforts have occurred or will commence using these review findings.","Q2 2023"
"Apr 28 2023  2:02PM","Apr 28 2023  2:02PM","DOD","Military Health Benefits - Healthcare","Overpayments #1","The Contracting Officer transmitted the Option Period 4 recoupment letter to the East contractor based on the findings of the Annual Unallowed Cost audit.  Recoupments were confirmed for the full amount determined to be overpaid. FY23 TRICARE West has recovered $4.7 Million.","Recovery Audit","The Annual Unallowed Cost audits for the West region commenced.  The managed care contractor is currently reviewing the universe and will begin auditing claims this quarter.  These audits ensure that overpayments are being recaptured appropriately.","Q2 2023"
"Apr 28 2023  3:35PM","Apr 28 2023  3:35PM","ED","Federal Pell Grant Program","Overpayments #1","ED will continue to establish accounts receivable for improper payments and pursue collection for those receivables deemed collectible. 
","Recovery Activity","ED has established a system of oversight to help detect and recover improper payments and ensure compliance by participating parties. ED establishes accounts recievable and pursues collection for improper payments identified and deemed collectable.
","Q2 2023"
"Apr 19 2022 10:59AM","Apr 19 2022 10:59AM","SSA","Supplemental Security Income (SSI)","Overpayments #1","In February 2022, we expanded our lockbox processing and began redirecting all mail addressed to the Mid-Atlantic Program Service Center’s (MATPSC) Remittance Accounting Unit to Treasury’s lockbox service.  This reduces MATPSC’s remittance workload.","Recovery Activity","We will continue development of a new debt management system to improve the installment agreement process and integrate with outside agency collection tools (such as Treasury Offset Program, etc.).","Q2 2022"
"Apr 28 2022  2:19PM","Apr 28 2022  2:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Overpayments #2","For more information pertaining to the recovery of overpayments in the CHIP program, please see the Medicare & Medicaid Program Integrity Report to Congress on the CMS website. https://www.cms.gov/About-CMS/Components/CPI/CPIReportsGuidance","Recovery Activity","For more information pertaining to the recovery of overpayments in the CHIP program, please see the Medicare & Medicaid Program Integrity Report to Congress on the CMS website. https://www.cms.gov/About-CMS/Components/CPI/CPIReportsGuidance","Q2 2022"
"Apr 28 2022  4:30PM","Apr 28 2022  4:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Overpayments #2","HHS published a Federal Register Notice in October 2021, for a one-year extension to November 1, 2022, to finalize a regulation (CMS-4185-P) regarding how to calculate overpayments identified in contract-level Risk Adjustment Data Validation audits.","Recovery Activity","HHS published a Federal Register Notice in October 2021, for a one-year extension to November 1, 2022, to finalize a regulation (CMS-4185-P) regarding how to calculate overpayments identified in contract-level Risk Adjustment Data Validation audits.","Q2 2022"
"Apr 28 2022  5:18PM","Apr 28 2022  5:18PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #2","","","AIPs are notified of any overpayments through RMA's Compliance Activities and Results System(CARS) in accordance with the Standard Reinsurance Agreement requirements. They are then tracked, collected, and verified through RMA's accounting system.","Q2 2022"
"Oct 28 2022  9:59AM","Oct 28 2022  9:59AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Overpayments #3","HHS continues to use the Targeted Probe and Educate medical review process to review and correct improper payments and educate providers to prevent future errors.","Recovery Activity","HHS uses a comprehensive approach to prevent overpayments through proactive measures. National prior authorization programs are considered part of the overall recovery strategy, reducing or eliminating the need for recovery activities.","Q4 2022"
"Jul 29 2022 10:01AM","Jul 29 2022 10:01AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #3","Math Errors","Recovery Activity","The IRS has been granted statutory authority to use an automated process to identify certain math or other computational irregularities and automatically adjust the return for the taxpayer.","Q3 2022"
"May  6 2022 10:50AM","May  6 2022 10:50AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #2","AIPs are notified of any overpayments 
through RMA's Compliance Activities and
Results System(CARS)in accordance with
the Standard Reinsurance Agreement
requirements. They are then tracked,
collected, and verified through RMA's
accounting system.","Recovery Activity","AIPs are notified of any overpayments through RMA's Compliance Activities and Results System (CARS)in accordance with the Standard Reinsurance Agreement requirements. They are then tracked, collected, and verified through RMA's accounting system.","Q1 2022"
"Apr 28 2023  9:09AM","Apr 28 2023  9:09AM","DOD","Military Retirement","Overpayments #3","DFAS Internal Review is conducting a Payment Reclamation Audit through Disbursing Operations and any potential recommendations and/or appropriate corrective actions identified will be pursued in order to strengthen the program. ","Recovery Audit","DFAS utilizes a well-established Risk Management framework called i-Control. Specifically, Military Retirement has 29 key internal controls and 26 unique controls to ensure proper execution and or subsequent recoupment of Military Retirement payments.","Q2 2023"
"Apr 28 2022  4:30PM","Apr 28 2022  4:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Overpayments #3","","","","Q2 2022"
"Apr 28 2022  4:39PM","Apr 28 2022  4:39PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Overpayments #3","","","","Q2 2022"
"Apr 19 2023  2:55PM","Apr 19 2023  2:55PM","SSA","Supplemental Security Income (SSI)","Overpayments #1","Effective December 2022, we expanded SSA Lockbox processing by updating debtor notices with information to mail remittances directly to the financial agent, U.S. Bank, for the receipt of programmatic remittances from customers.","Recovery Activity","We will continue development of a new debt management system to improve the installment agreement process and integrate with outside agency collection tools (such as Treasury Offset Program).","Q2 2023"
"Apr 20 2023  7:16AM","Apr 20 2023  7:16AM","OPM","Federal Retirement Services","Overpayments #1","Off-roll debts are collected when the debtor is not on the annuity roll or their entitlement is insufficient to recover
the debt on a reasonable recovery schedule;
","Recovery Activity","Retirement Services will continue to perform the existing actions and conduct a periodic analysis.  ","Q2 2023"
"Oct 29 2024  4:27PM","Oct 29 2024  4:28PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Overpayments #3","","","","Q4 2024"
"Apr 28 2023 10:25AM","Apr 28 2023 10:25AM","HHS","Health Resources and Services Administration (HRSA) - Provider Relief Fund General and Targeted","Overpayments #1","Conducting ongoing audits and assessments of recipients of Provider Relief Fund payments, utilizing a provider risk scoring approach. ","Recovery Audit","As required under the CARES, PPPHCEA, CRRSA and ARP Acts, recipients of Provider Relief Fund payments shall submit reports, maintain cost documentation, and fully cooperate in all audits.","Q2 2023"
"Apr 27 2023  1:51PM","Apr 27 2023  1:51PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #1","Examination Closures – Through the second quarter of FY23, the IRS has completed examinations of more than 101,000 returns claiming the EITC, protecting more than $631M.","Recovery Activity","Examination Closures – IRS conducted pre and post refund audits selected by Dependent Database (DDb) to recapture payments that were made to potentially ineligible taxpayers or payments in the wrong amount that were made to eligible taxpayers. ","Q2 2023"
"Apr 28 2022  1:48PM","Apr 28 2022  1:48PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Overpayments #3","","","","Q2 2022"
"Apr 28 2022  2:19PM","Apr 28 2022  2:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Overpayments #3","","","","Q2 2022"
"Apr 28 2022  2:55PM","Apr 28 2022  2:55PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Overpayments #3","","","","Q2 2022"
"Apr 28 2022  3:00PM","Apr 28 2022  3:00PM","VA","VA Community Care","Overpayments #3","","","","Q2 2022"
"Apr 27 2023 10:00PM","Apr 27 2023 10:00PM","SBA","7(a) Loan Guarantees Approvals","Overpayments #3","","","","Q2 2023"
"Jan 26 2024  5:26PM","Jan 26 2024  5:26PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #1","In the first quarter of FY24, the IRS completed examinations of more than 60,000 returns claiming the EITC, protecting more than $338M.","Recovery Activity","Examination Closures – IRS uses the Dependent Database (DDb), a risk-based scoring and selection application that is designed to identify potentially ineligible tax returns claiming refundable credits. ","Q1 2024"
"Apr 28 2023  9:09AM","Apr 28 2023  9:09AM","DOD","Military Retirement","Overpayments #1","R&A has multiple internal review processes which consist of: random sampling reviews of payments under $2500, pre-reviews of all one-time payments over $2500, and post pay sampling reviews. ","Recovery Audit","Internal Controls’ review process allows to quickly identify erroneously processed overpayments. The post review process identifies errors after release, at which point the funds would be reclaimed. Most reclamations are automated through EFT recall requests. ","Q2 2023"
"Apr 28 2023  3:18PM","Apr 28 2023  3:18PM","ED","William D. Ford Federal Direct Loan Program","Overpayments #1","ED will continue to establish accounts receivable for improper payments and pursue collection for those receivables deemed collectible. 
","Recovery Activity","ED has established a system of oversight to help detect and recover improper payments and ensure compliance by participating parties. ED establishes accounts receivable and pursues collection for improper payments identified and deemed collectable.
","Q2 2023"
"Apr 27 2023  2:55PM","Apr 27 2023  2:55PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #3","","","","Q2 2023"
"Apr 28 2023 10:55AM","Apr 28 2023 10:55AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Overpayments #1","States are generally required to establish State Medicaid Recovery Audit Programs to identify and recover overpayments, to the extent possible.","Recovery Audit","States are generally required to establish State Medicaid Recovery Audit Programs to identify and recover overpayments, to the extent possible.","Q2 2023"
"Apr 28 2023 11:14AM","Apr 28 2023 11:14AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Overpayments #1","Recovery Audit Contractors reviewed inpatient claims for medical necessity and coding purposes.","Recovery Audit","Medicare Administrative Contractors and Recovery Audit Contractors will complete post payment review and Targeted Probe and Educate based on improper payment findings.","Q2 2023"
"Apr 27 2023  9:51AM","Apr 27 2023  9:51AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #1","ETA and the UI Integrity Center continue to work with and states to provide recommendations to improve overpayment recovery efforts. ","Recovery Activity","Provide technical assistance to states on overpayment recovery methods and best practices and find opportunities to streamline state recovery efforts.  ","Q2 2023"
"Apr 28 2023 11:30AM","Apr 28 2023 11:30AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Overpayments #1","Published a Federal Register Notice (CMS-4185-F2) on February 1, 2023, finalizing important policies to improve program integrity and payment accuracy in the Medicare Advantage program.","Recovery Activity","Initiate recoveries in 2023 for completed Medicare Advantage contract-level risk adjustment data validation audits.","Q2 2023"
"Apr 28 2023 11:38AM","Apr 28 2023 11:38AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Overpayments #1","Conducted audits of Part D plan sponsors, with a focus on drugs at high risk of overpayment. Audits aim to educate Part D plan sponsors on issues of fraud, waste, and abuse, as well as to identify, reduce, and recover overpayments.","Recovery Activity","Conduct data analysis and audits to recover improper payments.","Q2 2023"
"Apr 27 2023  2:05PM","Apr 27 2023  2:05PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #3","•	Two- and 10-Year Bans – Through the second quarter of FY23, the IRS has two-year bans on 28 taxpayers deemed to have claimed the AOTC in reckless and intentional disregard of the law, and 11 10-year bans on taxpayers deemed to have claimed the AOTC fraudulently.","Recovery Activity","•	Two- and 10-Year Bans – The IRS to imposed two and 10-year bans on taxpayers if the IRS determines that the taxpayers' claims were due to reckless or intentional disregard of the regulations or to fraud.","Q2 2023"
"Apr 27 2023  2:14PM","Apr 27 2023  2:14PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Overpayments #3","","","","Q2 2023"
"Apr 19 2023  2:55PM","Apr 19 2023  2:55PM","SSA","Supplemental Security Income (SSI)","Overpayments #3","We continued development of a new debt management system, which will improve tracking and allow for more dynamic debt collection.","Recovery Activity","We will continue to refine policies and processes associated with long-term repayment plans.","Q2 2023"
"Apr 20 2023  7:16AM","Apr 20 2023  7:16AM","OPM","Federal Retirement Services","Overpayments #3","Reclamations are recovery actions to recoup improper payments from an annuitant’s financial institution. OPM
utilizes the U.S. Department of Treasury’s reclamation process
","Recovery Activity","Retirement Services will continue to perform the existing actions and conduct a periodic analysis.  ","Q2 2023"
"Apr 26 2023 12:45PM","Apr 26 2023 12:45PM","VA","VA Community Care","Overpayments #1","The VA Financial Services Center reviews current and past payments in database portals to identify and recover improper payments such as duplicate payments, payments made in the incorrect amount, unapplied credits, etc.","Recovery Audit","VA Community Care utilizes the VA Financial Services Center to provide detection, prevention, and recovery services.","Q2 2023"
"Apr 27 2023 12:59PM","Apr 27 2023 12:59PM","TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Overpayments #3","","","","Q2 2023"
"Apr 27 2023  1:51PM","Apr 27 2023  1:51PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #3","Soft Notices – Through the second quarter of FY23, the IRS has issued nearly 57,000 Soft Notices, alerting taxpayers that a qualifying child for the EITC claimed on their returns has also been claimed by another person. ","Recovery Activity","Soft Notices- IRS sends letters to alert taxpayers that a qualifying child for the EITC claimed on their returns has also been claimed by another person. ","Q2 2023"
"Apr 26 2023  8:33AM","Apr 26 2023  8:33AM","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #1","FTA recovers overpayments identified during
the course of improper payment sampling and testing from grant recipients. ","Recovery Activity","FTA will advise grant recipients of requirements to correct future reimbursement requests and recover overpayments.","Q2 2023"
"Apr 27 2023 12:59PM","Apr 27 2023 12:59PM","TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Overpayments #1","Through the second quarter of FY23, the IRS has completed examinations of more than 1,814 returns claiming the PTC, protecting more than $10.3M.","Recovery Activity","Examination Closures-  IRS conducted post refund audits selected by Dependent Database (DDb) to recapture payments that were made to potentially ineligible taxpayers or payments for the wrong amount that were made to eligible taxpayers. ","Q2 2023"
"Apr 19 2023  2:33PM","Apr 19 2023  2:33PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Overpayments #1","We continue research and development to expand SSA Lockbox processing to all SSA’s initial overpayment letters, which will improve the remittance collection process and timely recovery of debts.","Recovery Activity","We will continue development of a new debt management system to improve the installment agreement process and integrate with outside agency collection tools (such as Treasury Offset Program).","Q2 2023"
"Jul 18 2024  3:18PM","Jul 18 2024  3:18PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #1","ETA continues to provide technical assistance to states (as needed) regarding required and recommended overpayment recovery activities.","Recovery Activity","Provide technical assistance to states on overpayment recovery methods and best practices and find opportunities to streamline state overpayment recovery efforts.  ","Q3 2024"
"Jul 23 2024  4:06PM","Jul 23 2024  4:06PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Overpayments #1","Off-roll debts were collected from debtors no longer on the annuity roll or their entitlement was insufficient to recover
the debt on a reasonable recovery schedule.
","Recovery Activity","Retirement Services will continue to perform the existing actions which is to collect off-roll debt when the debtor is not on the annuity roll or their entitlement is insufficient to recover the debt on a reasonable recovery schedule.    ","Q3 2024"
"Jul 25 2024  4:40PM","Jul 25 2024  4:40PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #1","AIPs are notified of any overpayments
through RMA's Compliance Activities and
Results System (CARS) in accordance
with the Standard Reinsurance Agreement
requirements. They are then tracked,
collected, and verified through RMA's
accounting system.
","Recovery Audit","AIPs are notified of any overpayments
through RMA's Compliance Activities and
Results System (CARS) in accordance
with the Standard Reinsurance Agreement
requirements. They are then tracked,
collected, and verified through RMA's
accounting system.
","Q3 2024"
"Jul 26 2024 11:06AM","Jul 26 2024 11:06AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Administration for Children and Families (ACF) - Head Start","Overpayments #1","The Office of Head Start is working with the funding recipients to recover overpayments through repayment and offset of future funding.","Recovery Activity","The Office of Head Start plans to take recovery action on payment errors identified during improper payment reviews and continues to issue disallowances on errors discovered through HHS Office of Inspector General audits, program reviews, and Single Audits.","Q3 2024"
"Jul 26 2024 11:20AM","Jul 26 2024 11:20AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Advance Premium Tax Credit (APTC)","Overpayments #1","","Recovery Activity","Recovery of overpayments is conducted by the Internal Revenue Service through Federal tax filing and reconciliation.","Q3 2024"
"Jul 26 2024 11:28AM","Jul 26 2024 11:28AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Children's Health Insurance Program (CHIP)","Overpayments #1","Medicaid Recovery Audit Contractors operate at the direction of the states. States have the discretion to determine what areas of the Medicaid programs to target based on vulnerabilities identified in their respective states.","Recovery Audit","CHIP claims are not included within the scope of Medicaid recovery audit reviews. However, States are not precluded from reviewing CHIP claims to identify overpayments or underpayments.","Q3 2024"
"Jul 26 2024 11:37AM","Jul 26 2024 11:37AM","DEPARTMENT OF EDUCATION","Federal Pell Grant Program","Overpayments #1","For improper payments identified through oversight activities, in Q3 ED established accounts receivable and pursued collection for those deemed collectible. FSA will continue to track the overpayments collected and report the information in the year-end OMB Data Call.","Recovery Activity","ED will continue to use a system of oversight to help detect and recover improper payments and ensure compliance by participating parties. ED will establish accounts receivable and pursue collection for improper payments identified and deemed collectable.","Q3 2024"
"Jul 26 2024 12:00PM","Jul 26 2024 12:00PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Advantage (Part C)","Overpayments #1","Published a final rule (CMS-4205-F) in April 2024 that provided clarifications to the Risk Adjustment Data Validation audit appeals process.","Recovery Activity","Worked on quality assurance checks of medical record review data for Risk Adjustment Data Validation Audit reports for payment years 2011 through 2015. The audits are used to identify overpayments and initiate recovery activities.","Q3 2024"
"Jul 26 2024 12:16PM","Jul 26 2024 12:16PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Prescription Drug Benefit (Part D)","Overpayments #1","Conducted audits of Part D plan sponsors, with a focus on drugs at high risk of overpayment. Audits aim to educate Part D plan sponsors on issues of fraud, waste, and abuse, as well as to identify, reduce, and recover overpayments.","Recovery Audit","Conduct trend analysis and audit drugs that have a high likelihood that coverage is available under Part A or B, coverage is excluded from Part D, or the drug is not used in a medically accepted indication. Audits result in recovery of overpayments and/or industry education.","Q3 2024"
"Jul 18 2024  3:18PM","Jul 18 2024  3:18PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #2","ETA continues developing a SOP to ensure that funds recovered through the civil prosecution of COVID-19 related fraud is returned to the appropriate fund.","Recovery Activity","Continue to work closely with federal law enforcement and banks/financial institutions to streamline recovery efforts and facilitate the return of UI funds.  ","Q3 2024"
"Jul 24 2024 11:45AM","Jul 24 2024 11:45AM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Overpayments #2","","","","Q3 2024"
"Jul 25 2024  7:53AM","Jul 25 2024  7:53AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #2","Through the third quarter of FY24, the IRS completed document matching assessments on more than 15,000 returns claiming the AOTC, protecting more than $21M.","Recovery Activity","Document Matchingâ€“ The IRS matches payer information in the Information Returns Master file with taxpayer return information in the Individual Master File to verify the taxpayer reported all income as required. ","Q3 2024"
"Aug  1 2024 11:11AM","Aug  1 2024 11:11AM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #2","","","","Q3 2024"
"Jul 25 2024  8:06AM","Jul 25 2024  8:06AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Overpayments #2","Through the third quarter of FY24, approximately 1,000 Letters 6623 have been sent to taxpayers nationwide. ","Recovery Activity","Ghost Preparer Letter 6623 â€“ This letter was sent to taxpayers whose tax returns appear to have been completed by a paid tax preparer who did not sign and include their preparer tax identification number on the tax return. ","Q3 2024"
"Jul 25 2024  8:14AM","Jul 25 2024  8:14AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Additional Child Tax Credit","Overpayments #2","Through the third quarter of FY24, the IRS has imposed two-year bans on 2,600 taxpayers deemed to have claimed the ACTC in reckless and intentional disregard of the law, and 14 ten-year bans on taxpayers deemed to have claimed the ACTC fraudulently.","Recovery Activity","Two- and Ten-Year Bans â€“ The IRS imposes two and ten-year bans on taxpayers if the IRS determines that the taxpayers' claims were due to reckless or intentional disregard of the rules and regulations or to fraud, respectively.  ","Q3 2024"
"Jul 25 2024  8:21AM","Jul 25 2024  8:21AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #2","Document Matching â€“ Through the third quarter of FY24, the IRS completed document matching assessments of more than 228,000 returns claiming the EITC, protecting more than $1.6B.","Recovery Activity","Document Matching â€“ IRS matches payer information in the Information Returns Master file with taxpayer return information in the Individual Master File to verify the taxpayer reported all income as required.","Q3 2024"
"Jul 25 2024  9:20AM","Jul 25 2024  9:20AM","VETERANS AFFAIRS","VA Community Care","Overpayments #2","VA estimates a total of $80.7 million in overpayments for this program and has recovered $73.8 million to date. In FY 2024, Q3, VA continued this work with the contractor to process bills of collection for identified overpayments. Recoveries will conclude in August 2024.","Recovery Audit","VA uses a recovery audit contract to audit claims for pre-authorized care and test compliance with referrals; whether claims are reimbursed using the appropriate methodology; and that the medical records support the diagnostic related group billed for the services.","Q3 2024"
"Jul 25 2024  3:29PM","Jul 25 2024  3:29PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Overpayments #2","In FY 2023, VA identified $0.11 million in overpayments for this program and recovered $0.09 million to date. In FY 2024, Q3, VA continued to process bills of collection for these identified overpayments.","Recovery Activity","VA reviewed FY 2023 statistical samples tested under the Payment Integrity Information Act (PIIA) and will issue bills of collection to recover identified overpayments as appropriate.","Q3 2024"
"Jul 25 2024  2:01PM","Jul 25 2024  2:01PM","VETERANS AFFAIRS","Pension","Overpayments #2","The VA conducted a review of 60 claims with medical mileage calculations after a mid-year rate change to ensure payment accuracy and policy compliance by claims processors. Claims with errors were corrected and debts were established for applicable overpayments. See Note 2.","Recovery Activity","During Q4, VA will conduct a special focused review to audit for compliance with policy in payment, income and expense accuracy by the claims processors. Claims with errors are corrected and debts are established for applicable overpayments. See Note 2.","Q3 2024"
"Jul 29 2024  2:28PM","Jul 29 2024  2:28PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicaid","Overpayments #2","States must return the federal share of certain overpayments identified by the Payment Error Rate Measurement program within one year from the date the recovery contractor submits the Final Errors for Recovery report.","Recovery Activity","Current statutory authority only allows eligibility-related overpayments to be recovered through the Payment Error Rate Measurement program. Other errors are recoverable on a sample basis.","Q3 2024"
"Jul 31 2024  1:54PM","Jul 31 2024  1:54PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #2","","","","Q3 2024"
"Jul 31 2024  4:20PM","Jul 31 2024  4:20PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Overpayments #2","","","","Q3 2024"
"Jul 31 2024  4:30PM","Jul 31 2024  4:30PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Overpayments #2","","","","Q3 2024"
"Jul 18 2024  3:18PM","Jul 18 2024  3:18PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #3","ETA continues providing legislative TA to key stakeholders and promoting these proposals.","Recovery Activity","Pursue legislative changes to support and enhance state overpayment recovery efforts.   ","Q3 2024"
"Jul 26 2024 12:16PM","Jul 26 2024 12:16PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Prescription Drug Benefit (Part D)","Overpayments #3","","","","Q3 2024"
"Jul 23 2024  4:06PM","Jul 23 2024  4:06PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Overpayments #3","Continue to perform reclamations which are recovery actions to recoup improper payments from an annuitantâ€™s financial institution. OPM utilizes the U.S. Department of Treasuryâ€™s reclamation process.","Recovery Activity","Retirement Services will continue to perform the existing actions which is to recoup improper payments from an annuitantâ€™s financial institution.  We also plan to utilize the U.S. Department of Treasuryâ€™s reclamation process.    ","Q3 2024"
