"Agency","Program_Name","Fiscal_Year","Payment_Type","Program_Design_or_Structural_Issue","Inability_to_Authenticate_Eligibility","Inability_to_Authenticate_Eligibility:_Inability_to_Access_Data","Inability_to_Authenticate_Eligibility:_Data_Needed_Does_Not_Exis","Insufficient_Documentation_to_Determine","Failure_to_Access_Data","Address_Location","Contractor_or_Provider_Status","Financial"
"NASA","Space Shuttle Program","2021","Technically Improper","0.0000000000","","","","","","","",""
"NASA","Space Shuttle Program","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Space Shuttle Program","2021","Unknown","","","","","0.0000000000","","","",""
"NASA","Space Technology Research & Development (STRD)","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Space Technology Research & Development (STRD)","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Space Technology Research & Development (STRD)","2021","Technically Improper","0.0000000000","","","","","","","",""
"NASA","Space Technology Research & Development (STRD)","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Space Technology Research & Development (STRD)","2021","Unknown","","","","","0.0000000000","","","",""
"NASA","Stennis Space Center (SSC)","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Stennis Space Center (SSC)","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Stennis Space Center (SSC)","2021","Technically Improper","0.0000000000","","","","","","","",""
"NASA","Stennis Space Center (SSC)","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Stennis Space Center (SSC)","2021","Unknown","","","","","0.0000000000","","","",""
"NASA","Technology Demonstration","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Technology Demonstration","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Technology Demonstration","2022","Technically Improper","0.0000000000","","","","","","","",""
"NASA","Technology Demonstration","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Technology Demonstration","2022","Unknown","","","","","0.0000000000","","","",""
"NASA","Technology Maturation","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Technology Maturation","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Technology Maturation","2022","Technically Improper","0.0000000000","","","","","","","",""
"NASA","Technology Maturation","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Technology Maturation","2022","Unknown","","","","","0.0000000000","","","",""
"NASA","Transformative Aeronautics Concepts Program","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Transformative Aeronautics Concepts Program","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Transformative Aeronautics Concepts Program","2021","Technically Improper","0.0000000000","","","","","","","",""
"NASA","Transformative Aeronautics Concepts Program","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Transformative Aeronautics Concepts Program","2021","Unknown","","","","","0.0000000000","","","",""
"NASA","Transformative Aeronautics Concepts Program","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Transformative Aeronautics Concepts Program","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Transformative Aeronautics Concepts Program","2022","Technically Improper","0.0000000000","","","","","","","",""
"NASA","Transformative Aeronautics Concepts Program","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NASA","Transformative Aeronautics Concepts Program","2022","Unknown","","","","","0.0000000000","","","",""
"NEA","CARES Act","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEA","CARES Act","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEA","CARES Act","2022","Technically Improper","0.0000000000","","","","","","","",""
"NEA","CARES Act","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEA","CARES Act","2022","Unknown","","","","","0.0000000000","","","",""
"NEH","Administrative Funds (210)","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Administrative Funds (210)","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Administrative Funds (210)","2022","Technically Improper","0.0000000000","","","","","","","",""
"NEH","Administrative Funds (210)","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Administrative Funds (210)","2022","Unknown","","","","","0.0000000000","","","",""
"NEH","American Rescue Plan (ARP) Definite Program Fund (227)","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","American Rescue Plan (ARP) Definite Program Fund (227)","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","American Rescue Plan (ARP) Definite Program Fund (227)","2022","Technically Improper","0.0000000000","","","","","","","",""
"NEH","American Rescue Plan (ARP) Definite Program Fund (227)","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","American Rescue Plan (ARP) Definite Program Fund (227)","2022","Unknown","","","","","0.0000000000","","","",""
"NEH","ARP Adminstrative Funds (217)","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","ARP Adminstrative Funds (217)","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","ARP Adminstrative Funds (217)","2022","Technically Improper","0.0000000000","","","","","","","",""
"NEH","ARP Adminstrative Funds (217)","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","ARP Adminstrative Funds (217)","2022","Unknown","","","","","0.0000000000","","","",""
"NEH","Challenge Indefinite Funds-Restricted (255)","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Challenge Indefinite Funds-Restricted (255)","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Challenge Indefinite Funds-Restricted (255)","2022","Technically Improper","0.0000000000","","","","","","","",""
"NEH","Challenge Indefinite Funds-Restricted (255)","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Challenge Indefinite Funds-Restricted (255)","2022","Unknown","","","","","0.0000000000","","","",""
"NEH","Coronavirus Aid, Relief, and Economic Security (CARES) Act Definite Program Fund (226)","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Coronavirus Aid, Relief, and Economic Security (CARES) Act Definite Program Fund (226)","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Coronavirus Aid, Relief, and Economic Security (CARES) Act Definite Program Fund (226)","2022","Technically Improper","0.0000000000","","","","","","","",""
"NEH","Coronavirus Aid, Relief, and Economic Security (CARES) Act Definite Program Fund (226)","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Coronavirus Aid, Relief, and Economic Security (CARES) Act Definite Program Fund (226)","2022","Unknown","","","","","0.0000000000","","","",""
"NEH","Grant Definite Program (225)","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Grant Definite Program (225)","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Grant Definite Program (225)","2022","Technically Improper","0.0000000000","","","","","","","",""
"NEH","Grant Definite Program (225)","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NEH","Grant Definite Program (225)","2022","Unknown","","","","","0.0000000000","","","",""
"NRC","Agency Reporting","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Agency Reporting","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Agency Reporting","2021","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Agency Reporting","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Agency Reporting","2021","Unknown","","","","","0.0000000000","","","",""
"NRC","Commercial Payments - Nuclear Regulatory Commission","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Commercial Payments - Nuclear Regulatory Commission","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Commercial Payments - Nuclear Regulatory Commission","2021","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Commercial Payments - Nuclear Regulatory Commission","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Commercial Payments - Nuclear Regulatory Commission","2021","Unknown","","","","","0.0000000000","","","",""
"NRC","Commercial Payments - Nuclear Regulatory Commission","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Commercial Payments - Nuclear Regulatory Commission","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Commercial Payments - Nuclear Regulatory Commission","2022","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Commercial Payments - Nuclear Regulatory Commission","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Commercial Payments - Nuclear Regulatory Commission","2022","Unknown","","","","","0.0000000000","","","",""
"NRC","Employee Payments - Nuclear Regulatory Commission","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Employee Payments - Nuclear Regulatory Commission","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Employee Payments - Nuclear Regulatory Commission","2021","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Employee Payments - Nuclear Regulatory Commission","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Employee Payments - Nuclear Regulatory Commission","2021","Unknown","","","","","0.0000000000","","","",""
"NRC","Employee Payments - Nuclear Regulatory Commission","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Employee Payments - Nuclear Regulatory Commission","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Employee Payments - Nuclear Regulatory Commission","2022","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Employee Payments - Nuclear Regulatory Commission","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Employee Payments - Nuclear Regulatory Commission","2022","Unknown","","","","","0.0000000000","","","",""
"NRC","Government Charge Cards","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Government Charge Cards","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Government Charge Cards","2021","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Government Charge Cards","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Government Charge Cards","2021","Unknown","","","","","0.0000000000","","","",""
"NRC","Government Charge Cards","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Government Charge Cards","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Government Charge Cards","2022","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Government Charge Cards","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Government Charge Cards","2022","Unknown","","","","","0.0000000000","","","",""
"NRC","Grants Payments - Nuclear Regulatory Commission","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Grants Payments - Nuclear Regulatory Commission","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Grants Payments - Nuclear Regulatory Commission","2021","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Grants Payments - Nuclear Regulatory Commission","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Grants Payments - Nuclear Regulatory Commission","2021","Unknown","","","","","0.0000000000","","","",""
"NRC","Grants Payments - Nuclear Regulatory Commission","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Grants Payments - Nuclear Regulatory Commission","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Grants Payments - Nuclear Regulatory Commission","2022","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Grants Payments - Nuclear Regulatory Commission","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Grants Payments - Nuclear Regulatory Commission","2022","Unknown","","","","","0.0000000000","","","",""
"NRC","Payroll - Nuclear Regulatory Commission","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Payroll - Nuclear Regulatory Commission","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Payroll - Nuclear Regulatory Commission","2021","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Payroll - Nuclear Regulatory Commission","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Payroll - Nuclear Regulatory Commission","2021","Unknown","","","","","0.0000000000","","","",""
"NRC","Payroll - Nuclear Regulatory Commission","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Payroll - Nuclear Regulatory Commission","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Payroll - Nuclear Regulatory Commission","2022","Technically Improper","0.0000000000","","","","","","","",""
"NRC","Payroll - Nuclear Regulatory Commission","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NRC","Payroll - Nuclear Regulatory Commission","2022","Unknown","","","","","0.0000000000","","","",""
"NSF","Contracts and Individual Payments","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Contracts and Individual Payments","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Contracts and Individual Payments","2021","Technically Improper","0.0000000000","","","","","","","",""
"NSF","Contracts and Individual Payments","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Contracts and Individual Payments","2021","Unknown","","","","","0.0000000000","","","",""
"NSF","Contracts and Individual Payments","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Contracts and Individual Payments","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Contracts and Individual Payments","2022","Technically Improper","0.0000000000","","","","","","","",""
"NSF","Contracts and Individual Payments","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Contracts and Individual Payments","2022","Unknown","","","","","0.0000000000","","","",""
"NSF","Grants and Cooperative Agreements","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Grants and Cooperative Agreements","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Grants and Cooperative Agreements","2021","Technically Improper","0.0000000000","","","","","","","",""
"NSF","Grants and Cooperative Agreements","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Grants and Cooperative Agreements","2021","Unknown","","","","","0.0000000000","","","",""
"NSF","Grants and Cooperative Agreements","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Grants and Cooperative Agreements","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Grants and Cooperative Agreements","2022","Technically Improper","0.0000000000","","","","","","","",""
"NSF","Grants and Cooperative Agreements","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Grants and Cooperative Agreements","2022","Unknown","","","","","0.0000000000","","","",""
"NSF","Payments to Employees","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Payments to Employees","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Payments to Employees","2021","Technically Improper","0.0000000000","","","","","","","",""
"NSF","Payments to Employees","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Payments to Employees","2021","Unknown","","","","","0.0000000000","","","",""
"NSF","Payments to Employees","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Payments to Employees","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Payments to Employees","2022","Technically Improper","0.0000000000","","","","","","","",""
"NSF","Payments to Employees","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Payments to Employees","2022","Unknown","","","","","0.0000000000","","","",""
"NSF","Purchase Cards","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Purchase Cards","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Purchase Cards","2021","Technically Improper","0.0000000000","","","","","","","",""
"NSF","Purchase Cards","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Purchase Cards","2021","Unknown","","","","","0.0000000000","","","",""
"NSF","Purchase Cards - National Science Foundation","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Purchase Cards - National Science Foundation","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Purchase Cards - National Science Foundation","2022","Technically Improper","0.0000000000","","","","","","","",""
"NSF","Purchase Cards - National Science Foundation","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NSF","Purchase Cards - National Science Foundation","2022","Unknown","","","","","0.0000000000","","","",""
"NTSB","NTSB Operations","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NTSB","NTSB Operations","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NTSB","NTSB Operations","2021","Technically Improper","0.0000000000","","","","","","","",""
"NTSB","NTSB Operations","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"NTSB","NTSB Operations","2021","Unknown","","","","","0.0000000000","","","",""
"OPM","Emergency Federal Employee Leave Fund","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Emergency Federal Employee Leave Fund","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Emergency Federal Employee Leave Fund","2022","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Emergency Federal Employee Leave Fund","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Emergency Federal Employee Leave Fund","2022","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2023","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2023","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2022","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2023","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2023","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2022","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Employees' Group Life Insurance (FEGLI)","2023","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Employees Health Benefits","2017","Overpayments","","","","","","","","",""
"OPM","Federal Employees Health Benefits","2018","Overpayments","","","","","","","","",""
"OPM","Federal Employees Health Benefits","2015","Overpayments","","","","","","","","",""
"OPM","Federal Employees Health Benefits","2016","Overpayments","","","","","","","","",""
"OPM","Federal Employees Health Benefits","2020","Overpayments","","","0.0000000000","0.0000000000","","","","",""
"OPM","Federal Employees Health Benefits","2019","Overpayments","0.0000000000","","0.0000000000","0.0000000000","","","","",""
"OPM","Federal Employees Health Benefits","2020","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Employees Health Benefits","2019","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Employees Health Benefits","2017","Underpayments","","","","","","","","",""
"OPM","Federal Employees Health Benefits","2018","Underpayments","","","","","","","","",""
"OPM","Federal Employees Health Benefits","2016","Underpayments","","","","","","","","",""
"OPM","Federal Employees Health Benefits","2015","Underpayments","","","","","","","","",""
"OPM","Federal Employees Health Benefits","2020","Underpayments","","","0.0000000000","0.0000000000","","","","",""
"OPM","Federal Employees Health Benefits","2019","Underpayments","0.0000000000","","0.0000000000","0.0000000000","","","","",""
"OPM","Federal Employees Health Benefits","2020","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Employees Health Benefits","2019","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Employees Health Benefits","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits","2022","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Employees Health Benefits","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits","2022","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2023","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2024","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2023","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2024","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2023","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2024","Technically Improper","0.0000000000","","","","","","","",""
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2023","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2024","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2023","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Employees Health Benefits - Experience Rated Carriers","2024","Unknown","","","","","0.0000000000","","","",""
"OPM","Federal Employes Health Benefits","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
