"End Date","Recorded Date","Agency","Program Name","Please provide a brief 1-2 sentence high level description of yo","RootCauseNumber","RootCause","RootCauseDescription","RootCauseValue","MitigationStrategy","AnticipatedImpactMitigation","Provide a detailed description of the actions taken and planned","Quarter Year"
"Apr 26 2024  2:07PM","Apr 26 2024  2:07PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The Old-Age, Survivors, and Disability Insurance (OASDI) program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers. We maintain high payment accuracy rates in our OASDI program. Improper payments result from beneficiariesâ€™ failure to report required information and the agency not taking timely and appropriate action. We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and beginning to offer a service enabling customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 1.","Overpayments outside the agency control that occurred because of an Inability to Access the Data/Information Needed.","The root cause of overpayments outside of the agencyâ€™s control is inability to access data/information needed. The beneficiary or a third party either did not provide requested information or provided inaccurate information necessary to compute the accurate benefit amount.","","Cross Enterprise Sharing - sharing of documents, processes, and opportunities with intra-agency partners and stakeholder. Potentially managed through federated repositories and a registry to create a longitudinal connection to information used to mitigate Improper Payments","Improve timely receipt of wages and employment information. We are developing the Payroll Information Exchange (PIE)â€”an information exchange with commercial payroll providers. PIE should reduce our reliance on beneficiaries to self-report wage and employment information.","We rely on timely self-reporting of employment and wage information. To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information. In February 2024, we published a proposed rule describing the agencyâ€™s plans for accessing and using information from payroll data providers to reduce improper payments, (overpayments and underpayments), which improves service to customers. We continue working towards implementation of PIE. To address improper payments caused by inability to access the data or information needed, we engaged with the advocate community and other third-party groups and organizations to help us reach more people. In February 2024, we added reminders the public can see in field office reception area to report relationship changes, such as marriage and divorce, affecting their Social Security benefits to ensure they are paid correctly and receive the benefits for which they are eligible. To reduce overpayments that occur because we did not take timely or appropriate actions, we continue to streamline our processes and policies and issue training and reminders to improve technician accuracy and understanding. In March 2024, we provided detailed information to technicians regarding the importance of securing non-covered Government pension data, when applicable, in order to calculate the correct benefit amount.","Q2 2024"
"Jul 26 2024  4:06PM","Jul 26 2024  4:06PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The Old-Age, Survivors, and Disability Insurance (OASDI) program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers. We maintain high payment accuracy rates in our OASDI program. Improper payments result from beneficiariesâ€™ failure to report required information and the agency not taking timely and appropriate action. We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and beginning to offer a service enabling customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 1.","Overpayments outside the agency control that occurred because of an Inability to Access the Data/Information Needed.","The root cause of overpayments outside of the agencyâ€™s control is inability to access data/information needed. The beneficiary or a third party either did not provide requested information or provided inaccurate information necessary to compute the accurate benefit amount.","","Cross Enterprise Sharing - sharing of documents, processes, and opportunities with intra-agency partners and stakeholder. Potentially managed through federated repositories and a registry to create a longitudinal connection to information used to mitigate Improper Payments","Improve timely receipt of wages and employment information. We are developing the Payroll Information Exchange (PIE)â€”an information exchange with commercial payroll providers. PIE should reduce our reliance on beneficiaries to self-report wage and employment information.","We rely on timely self-reporting of employment and wage information. To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information. In February 2024, we published a proposed rule describing the agencyâ€™s plans for accessing and using information from payroll data providers to reduce improper payments (overpayments and underpayments), which improves service to customers. The public comment period closed in April 2024. We are carefully considering the comments in preparation for the final rule for publication currently slated for early calendar year 2025. In the interim, we continue working towards implementation of PIE. In March 2024, we expanded the Upload Documents service to all field offices and workload support units. In April and May 2024, we made enhancements to the eSignature/Upload Documents process to include new forms and evidence types. The eSignature/Upload Documents process (meeting Executive Order 14058) allows first party customers to electronically sign (when a signature is required), electronically upload, and submit certain forms and evidence to SSA; thus, automating some manual paper processes and reducing the need for customer visits and calls to our offices. In April 2024, we reminded technicians that at Full Retirement Age a beneficiary could get a higher monthly benefit due to full or partial work suspense months.","Q3 2024"
"Oct 29 2024 11:01AM","Oct 29 2024 11:01AM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The Old-Age, Survivors, and Disability Insurance (OASDI) program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers. We maintain high payment accuracy rates in our OASDI program. Improper payments result from beneficiariesâ€™ failure to report required information and the agency not taking timely and appropriate action. We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and beginning to offer a service enabling customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 1.","Overpayments outside the agency control that occurred because of an Inability to Access the Data/Information Needed.","The root cause of overpayments outside of the agencyâ€™s control is inability to access data/information needed. The beneficiary or a third party either did not provide requested information or provided inaccurate information necessary to compute the accurate benefit amount.","","Cross Enterprise Sharing - sharing of documents, processes, and opportunities with intra-agency partners and stakeholder. Potentially managed through federated repositories and a registry to create a longitudinal connection to information used to mitigate Improper Payments","Improve timely receipt of wages and employment information. We are developing the Payroll Information Exchange (PIE)â€”an information exchange with commercial payroll providers. PIE should reduce our reliance on beneficiaries to self-report wage and employment information.","We rely on timely self-reporting of employment and wage information. To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information. In February 2024, we published a proposed rule describing the agencyâ€™s plans for accessing and using information from payroll data providers to reduce improper payments (overpayments and underpayments), which improves service to customers. The public comment period closed in April 2024. We are carefully considering the comments in preparation for the final rule for publication currently slated for early calendar year 2025. In the interim, we continue working towards implementation of PIE. In July 2024, we took other actions to prevent overpayments such as providing technicians with reminders when processing Workersâ€™ Compensation lump-sum settlements involving life expectancy rates. In August 2024, we updated our Earnings Test policy to enforce cases where an annual earnings report is greater than the earnings posted for a beneficiary. Additionally, in August 2024, we implemented new procedures that require a secondary review of all overpayments established over $50,000 before they are assessed. In September 2024, we implemented a day-after review of all overpayments over $10,000. These efforts will serve to ensure the accuracy of our overpayments and prevent the establishment of any incorrect overpayments.","Q4 2024"
"Jul 26 2024  4:06PM","Jul 26 2024  4:06PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The Old-Age, Survivors, and Disability Insurance (OASDI) program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers. We maintain high payment accuracy rates in our OASDI program. Improper payments result from beneficiariesâ€™ failure to report required information and the agency not taking timely and appropriate action. We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and beginning to offer a service enabling customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The root cause of overpayments within the agencyâ€™s control is failure to access data/information needed. The beneficiary or a third party provided the information we requested, but we did not use the data/information to validate accuracy prior to making a payment.","","Automation - automatically controlled operation, process, or system","Increase efficiency and reduce improper payments. We are investing in information technology modernization to provide our employees with user-friendly systems and tools to better serve the public. We streamline our procedures and automate more business processes.","We rely on timely self-reporting of employment and wage information. To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information. In February 2024, we published a proposed rule describing the agencyâ€™s plans for accessing and using information from payroll data providers to reduce improper payments (overpayments and underpayments), which improves service to customers. The public comment period closed in April 2024. We are carefully considering the comments in preparation for the final rule for publication currently slated for early calendar year 2025. In the interim, we continue working towards implementation of PIE. In March 2024, we expanded the Upload Documents service to all field offices and workload support units. In April and May 2024, we made enhancements to the eSignature/Upload Documents process to include new forms and evidence types. The eSignature/Upload Documents process (meeting Executive Order 14058) allows first party customers to electronically sign (when a signature is required), electronically upload, and submit certain forms and evidence to SSA; thus, automating some manual paper processes and reducing the need for customer visits and calls to our offices. In April 2024, we reminded technicians that at Full Retirement Age a beneficiary could get a higher monthly benefit due to full or partial work suspense months.","Q3 2024"
"Jan 23 2024  2:44PM","Jan 23 2024  2:44PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The Old-Age, Survivors, and Disability Insurance (OASDI) program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers. We maintain high payment accuracy rates in our OASDI program. Improper payments result from beneficiaries’ failure to report required information and the agency not taking timely and appropriate action. We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and beginning to offer a service enabling customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The root cause of overpayments within the agency’s control is failure to access data/information needed. The beneficiary or a third party provided the information we requested, but we did not use the data/information to validate accuracy prior to making a payment.","","Automation - automatically controlled operation, process, or system","Increase efficiency and reduce improper payments. We are investing in information technology modernization to provide our employees with user-friendly systems and tools to better serve the public. We will streamline our procedures and automate more business processes.","We rely on timely self-reporting of employment and wage information. To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange with commercial payroll data providers to obtain wage and employment information. We continue working towards automation of wages received from payroll data providers. To address improper payments caused by inability to access the data or information needed, we engaged with the advocate community and other third-party groups and organizations to help us reach more people. In October 2023, we released a Dear Colleague Letter informing advocates of the variety of wage reporting options for their clients with disabilities who are working to report their earnings and the importance of reporting earnings to avoid overpayments. To reduce overpayments that occur because we did not take timely or appropriate actions, we continue to streamline our processes and policies and issue training and reminders to improve technician accuracy and understanding. In November 2023, we issued reminders to our technicians to correctly input benefit amounts for manual award processing. These reminders help prevent keying errors, which may cause systems issues and improper payments. In December 2023, we informed technicians of recent changes in shortening and revising our waiver request form; we made it easier for the customers to understand and less burdensome to request a waiver.","Q1 2024"
"Oct 29 2024 11:01AM","Oct 29 2024 11:01AM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The Old-Age, Survivors, and Disability Insurance (OASDI) program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers. We maintain high payment accuracy rates in our OASDI program. Improper payments result from beneficiariesâ€™ failure to report required information and the agency not taking timely and appropriate action. We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and beginning to offer a service enabling customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The root cause of overpayments within the agencyâ€™s control is failure to access data/information needed. The beneficiary or a third party provided the information we requested, but we did not use the data/information to validate accuracy prior to making a payment.","","Automation - automatically controlled operation, process, or system","Increase efficiency and reduce improper payments. We are investing in information technology modernization to provide our employees with user-friendly systems and tools to better serve the public. We streamline our procedures and automate more business processes.","We rely on timely self-reporting of employment and wage information. To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information. In February 2024, we published a proposed rule describing the agencyâ€™s plans for accessing and using information from payroll data providers to reduce improper payments (overpayments and underpayments), which improves service to customers. The public comment period closed in April 2024. We are carefully considering the comments in preparation for the final rule for publication currently slated for early calendar year 2025. In the interim, we continue working towards implementation of PIE. In July 2024, we took other actions to prevent overpayments such as providing technicians with reminders when processing Workersâ€™ Compensation lump-sum settlements involving life expectancy rates. In August 2024, we updated our Earnings Test policy to enforce cases where an annual earnings report is greater than the earnings posted for a beneficiary. Additionally, in August 2024, we implemented new procedures that require a secondary review of all overpayments established over $50,000 before they are assessed. In September 2024, we implemented a day-after review of all overpayments over $10,000. These efforts will serve to ensure the accuracy of our overpayments and prevent the establishment of any incorrect overpayments.","Q4 2024"
"Apr 26 2024  2:07PM","Apr 26 2024  2:07PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The Old-Age, Survivors, and Disability Insurance (OASDI) program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers. We maintain high payment accuracy rates in our OASDI program. Improper payments result from beneficiariesâ€™ failure to report required information and the agency not taking timely and appropriate action. We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and beginning to offer a service enabling customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The root cause of overpayments within the agencyâ€™s control is failure to access data/information needed. The beneficiary or a third party provided the information we requested, but we did not use the data/information to validate accuracy prior to making a payment.","","Automation - automatically controlled operation, process, or system","Increase efficiency and reduce improper payments. We are investing in information technology modernization to provide our employees with user-friendly systems and tools to better serve the public. We will streamline our procedures and automate more business processes.","We rely on timely self-reporting of employment and wage information. To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information. In February 2024, we published a proposed rule describing the agencyâ€™s plans for accessing and using information from payroll data providers to reduce improper payments, (overpayments and underpayments), which improves service to customers. We continue working towards implementation of PIE. To address improper payments caused by inability to access the data or information needed, we engaged with the advocate community and other third-party groups and organizations to help us reach more people. In February 2024, we added reminders the public can see in field office reception area to report relationship changes, such as marriage and divorce, affecting their Social Security benefits to ensure they are paid correctly and receive the benefits for which they are eligible. To reduce overpayments that occur because we did not take timely or appropriate actions, we continue to streamline our processes and policies and issue training and reminders to improve technician accuracy and understanding. In March 2024, we provided detailed information to technicians regarding the importance of securing non-covered Government pension data, when applicable, in order to calculate the correct benefit amount.","Q2 2024"
"Apr 28 2025  2:01PM","Apr 28 2025  2:01PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The OASDI program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers.  We maintain high payment accuracy rates in our OASDI program.  Improper payments (overpayments and underpayments) result from 1) beneficiaries’ failure to report required information to the agency and 2) the agency not taking timely and appropriate action.  We are addressing these challenges by promoting timely wage reporting, automating wage reports from payroll information exchanges, and offering a service for customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 3.","My program does not have a third root cause","","","","","The Windfall Elimination Provision (WEP) and Government Pension Offset (GPO) provisions reduced or offset Social Security monthly benefits to beneficiaries who received a pension based on non-covered earnings.  Errors relating to WEP/GPO have been one of the leading causes of OASDI improper payments.  On January 5, 2025, the Social Security Fairness Act of 2023 was signed into law, thereby repealing WEP/GPO retroactively to January 2024.  As of March 31, 2025, the agency’s implementation of the repeal has resulted in paying 2.3 million people more than $14.7 billion in retroactive payments.  We began releasing higher monthly benefit payments in April 2025.

On December 31, 2024, we published the final rule for implementing the Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information.  PIE will reduce our reliance on self-reporting of this information.  On April 7, 2025, we completed an initial exchange of 1 million Social Security numbers (SSN). We will gradually increase the exchanges, reaching 10 million SSNs by August 2025.  We anticipate reaching full implementation by September 2025 with approximately 12 million SSNs.  From October 2025 onwards, we will continue monthly exchanges with the full authorized population.","Q2 2025"
"Feb 18 2025  1:56PM","Feb 18 2025  1:56PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The OASDI program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers.  We maintain high payment accuracy rates in our OASDI program.  Improper payments (overpayments and underpayments) result from 1) beneficiariesâ€™ failure to report required information to the agency and 2) the agency not taking timely and appropriate action.  We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and offering a service for customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 3.","My program does not have a third root cause","","","","","To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information.  We published the final rule on December 31, 2024 for implementing PIE.  This final rule is effective March 3, 2025.  In the interim, we are working towards phased implementation of PIE.  

In September 2024, we released the 21st Century PolicyNet product, which modernizes the prior PolicyNet application that was over 20 years old.  PolicyNet is the agencyâ€™s authoritative vehicle for delivering program policy and procedural instructions.  Frontline employees, attorney advisors, disability determination services, and partner agencies (e.g., State, Center for Medicare and Medicaid Services) rely heavily on PolicyNet to process workloads.  The 21st Century Policy application implements a streamlined user interface, including intelligent search features, that provide relevant search results to assist technicians in processing workloads accurately.","Q1 2025"
"Apr 28 2025  2:01PM","Apr 28 2025  2:01PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The OASDI program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers.  We maintain high payment accuracy rates in our OASDI program.  Improper payments (overpayments and underpayments) result from 1) beneficiaries’ failure to report required information to the agency and 2) the agency not taking timely and appropriate action.  We are addressing these challenges by promoting timely wage reporting, automating wage reports from payroll information exchanges, and offering a service for customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 1.","Overpayments outside the agency control that occurred because of an Inability to Access the Data/Information Needed.","The root cause of overpayments outside of the agency’s control is inability to access data/information needed.  The beneficiary or a third party either did not provide requested information or provided inaccurate information necessary to compute the accurate benefit amount.","2408.44","Cross Enterprise Sharing - sharing of documents, processes, and opportunities with intra-agency partners and stakeholder. Potentially managed through federated repositories and a registry to create a longitudinal connection to information used to mitigate Improper Payments","Improve timely receipt of wages and employment information.  We are implementing an information exchange with commercial payroll providers, referred to as PIE.  PIE will reduce our reliance on beneficiaries to self-report wage and employment information.","The Windfall Elimination Provision (WEP) and Government Pension Offset (GPO) provisions reduced or offset Social Security monthly benefits to beneficiaries who received a pension based on non-covered earnings.  Errors relating to WEP/GPO have been one of the leading causes of OASDI improper payments.  On January 5, 2025, the Social Security Fairness Act of 2023 was signed into law, thereby repealing WEP/GPO retroactively to January 2024.  As of March 31, 2025, the agency’s implementation of the repeal has resulted in paying 2.3 million people more than $14.7 billion in retroactive payments.  We began releasing higher monthly benefit payments in April 2025.

On December 31, 2024, we published the final rule for implementing the Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information.  PIE will reduce our reliance on self-reporting of this information.  On April 7, 2025, we completed an initial exchange of 1 million Social Security numbers (SSN). We will gradually increase the exchanges, reaching 10 million SSNs by August 2025.  We anticipate reaching full implementation by September 2025 with approximately 12 million SSNs.  From October 2025 onwards, we will continue monthly exchanges with the full authorized population.","Q2 2025"
"Feb 18 2025  1:56PM","Feb 18 2025  1:56PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The OASDI program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers.  We maintain high payment accuracy rates in our OASDI program.  Improper payments (overpayments and underpayments) result from 1) beneficiariesâ€™ failure to report required information to the agency and 2) the agency not taking timely and appropriate action.  We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and offering a service for customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 1.","Overpayments outside the agency control that occurred because of an Inability to Access the Data/Information Needed.","The root cause of overpayments outside of the agencyâ€™s control is inability to access
data/information needed. The beneficiary or a third party either did not provide requested
information or provided inaccurate information necessary to compute the accurate benefit amount.","2408.44","Cross Enterprise Sharing - sharing of documents, processes, and opportunities with intra-agency partners and stakeholder. Potentially managed through federated repositories and a registry to create a longitudinal connection to information used to mitigate Improper Payments","Improve timely receipt of wages and employment information.  We are implementing an information exchange with commercial payroll providers, referred to as PIE.  PIE will reduce our reliance on beneficiaries to self-report wage and employment information.","To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information.  We published the final rule on December 31, 2024 for implementing PIE.  This final rule is effective March 3, 2025.  In the interim, we are working towards phased implementation of PIE.  

In September 2024, we released the 21st Century PolicyNet product, which modernizes the prior PolicyNet application that was over 20 years old.  PolicyNet is the agencyâ€™s authoritative vehicle for delivering program policy and procedural instructions.  Frontline employees, attorney advisors, disability determination services, and partner agencies (e.g., State, Center for Medicare and Medicaid Services) rely heavily on PolicyNet to process workloads.  The 21st Century Policy application implements a streamlined user interface, including intelligent search features, that provide relevant search results to assist technicians in processing workloads accurately.","Q1 2025"
"Feb 18 2025  1:56PM","Feb 18 2025  1:56PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The OASDI program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers.  We maintain high payment accuracy rates in our OASDI program.  Improper payments (overpayments and underpayments) result from 1) beneficiariesâ€™ failure to report required information to the agency and 2) the agency not taking timely and appropriate action.  We are addressing these challenges by promoting timely wage reporting, working towards automation of wages received from payroll information exchanges, and offering a service for customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The root cause of overpayments within the agencyâ€™s control is failure to access data/information needed.  The beneficiary or a third party provided the information we requested, but we did not use the data/information to validate accuracy prior to making a payment.","850.876","Automation - automatically controlled operation, process, or system","Increase efficiency and reduce improper payments. We are investing in information technology modernization to provide our employees with user-friendly systems and tools to better serve the public.  We have streamlined our procedures and automate more business processes.","To reduce the reliance on self-reporting of this information, we are working on a Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information.  We published the final rule on December 31, 2024 for implementing PIE.  This final rule is effective March 3, 2025.  In the interim, we are working towards phased implementation of PIE.  

In September 2024, we released the 21st Century PolicyNet product, which modernizes the prior PolicyNet application that was over 20 years old.  PolicyNet is the agencyâ€™s authoritative vehicle for delivering program policy and procedural instructions.  Frontline employees, attorney advisors, disability determination services, and partner agencies (e.g., State, Center for Medicare and Medicaid Services) rely heavily on PolicyNet to process workloads.  The 21st Century Policy application implements a streamlined user interface, including intelligent search features, that provide relevant search results to assist technicians in processing workloads accurately.","Q1 2025"
"Apr 28 2025  2:01PM","Apr 28 2025  2:01PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","The OASDI program provides monthly benefits to qualified individuals who are retired or disabled, dependents of eligible beneficiaries, and surviving dependents of deceased workers.  We maintain high payment accuracy rates in our OASDI program.  Improper payments (overpayments and underpayments) result from 1) beneficiaries’ failure to report required information to the agency and 2) the agency not taking timely and appropriate action.  We are addressing these challenges by promoting timely wage reporting, automating wage reports from payroll information exchanges, and offering a service for customers to electronically submit certain technician-requested evidence and forms.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The root cause of overpayments within the agency’s control is failure to access data/information needed.  The beneficiary or a third party provided the information we requested, but we did not use the data/information to validate accuracy prior to making a payment.","850.876","Automation - automatically controlled operation, process, or system","Increase efficiency and reduce improper payments.  We are investing in information technology modernization to provide our employees with user-friendly systems and tools to better serve the public.  We have streamlined our procedures and automate more business processes.","The Windfall Elimination Provision (WEP) and Government Pension Offset (GPO) provisions reduced or offset Social Security monthly benefits to beneficiaries who received a pension based on non-covered earnings.  Errors relating to WEP/GPO have been one of the leading causes of OASDI improper payments.  On January 5, 2025, the Social Security Fairness Act of 2023 was signed into law, thereby repealing WEP/GPO retroactively to January 2024.  As of March 31, 2025, the agency’s implementation of the repeal has resulted in paying 2.3 million people more than $14.7 billion in retroactive payments.  We began releasing higher monthly benefit payments in April 2025.

On December 31, 2024, we published the final rule for implementing the Payroll Information Exchange (PIE) with commercial payroll data providers to obtain wage and employment information.  PIE will reduce our reliance on self-reporting of this information.  On April 7, 2025, we completed an initial exchange of 1 million Social Security numbers (SSN). We will gradually increase the exchanges, reaching 10 million SSNs by August 2025.  We anticipate reaching full implementation by September 2025 with approximately 12 million SSNs.  From October 2025 onwards, we will continue monthly exchanges with the full authorized population.","Q2 2025"
"Oct 22 2019  2:52PM","Oct 22 2019  2:52PM","SSA","Supplemental Security Income (SSI)","The Supplemental Security Income (SSI) program provides financial support to aged, blind, and disabled adults and children who have limited income and resources. ","Please choose Root Cause 3.","Administrative or process errors made by: federal agency","Improper payments caused by incorrect data entry, classifying, or processing of application or payments made by Federal agencies that administer Federal dollars.","","Issue period reminders and policy clarifications focused on correct data entry, claims processing and related status, and regulations.","Reduced payment errors related to administrative and processing errors.","","Q4 2019"
"Aug  9 2019 12:43PM","Aug  9 2019 12:43PM","SSA","Supplemental Security Income (SSI)","The Supplemental Security Income (SSI) program provides financial support to aged, blind, and disabled adults and children who have limited income and resources.","Please choose Root Cause 3.","Administrative or process errors made by: federal agency","Improper payments caused by incorrect data entry, classifying, or processing of application or payments made by Federal agencies that administer Federal dollars.","","Issue period reminders and policy clarifications focused on correct data entry, claims processing and related status, and regulations.","Reduced payment errors related to administrative and processing errors.","","Q3 2019"
"Apr 11 2019 10:14PM","Apr 11 2019 10:14PM","SSA","Supplemental Security Income (SSI)","The Supplemental Security Income (SSI) program provides financial support to aged, blind, and disabled adults and children who have limited income and resources.","Please choose Root Cause 3.","Administrative or process errors made by: federal agency","Improper payments caused by incorrect data entry, classifying, or processing of application or payments made by Federal agencies that administer Federal dollars.","","Issue period reminders and policy clarifications focused on correct data entry, claims processing and related status, and regulations.","Reduced payment errors related to administrative and processing errors.","","Q2 2019"
"Apr 11 2019 10:14PM","Apr 11 2019 10:14PM","SSA","Supplemental Security Income (SSI)","The Supplemental Security Income (SSI) program provides financial support to aged, blind, and disabled adults and children who have limited income and resources.","Please choose Root Cause 2.","Inability to authenticate eligibility: data needed does not exist","In-kind Support and Maintenance (ISM) refers to the policy for reducing benefits amounts for recipients who receive support in the form of food, shelter, or both from family.","","The FY 2010 President's Budget includes a proposal that would replace ISM with a flat-rate benefit reduction for adults living with others.","Simplifies the program and reduces reporting burden on recipients and representative payees.","","Q2 2019"
"Oct 22 2019  2:52PM","Oct 22 2019  2:52PM","SSA","Supplemental Security Income (SSI)","The Supplemental Security Income (SSI) program provides financial support to aged, blind, and disabled adults and children who have limited income and resources. ","Please choose Root Cause 2.","Inability to authenticate eligibility: data needed does not exist","In-kind Support and Maintenance (ISM) refers to the policy for reducing benefits amounts for recipients who receive support in the form of food, shelter, or both from family.","","The FY 2020 President's Budget includes a proposal that would replace ISM with a flat-rate benefit reduction for adults living with others. Simplify administration of the SSI Program.  ","Simplifies the program and reduces reporting burden on recipients and representative payees.","","Q4 2019"
"Aug  9 2019 12:43PM","Aug  9 2019 12:43PM","SSA","Supplemental Security Income (SSI)","The Supplemental Security Income (SSI) program provides financial support to aged, blind, and disabled adults and children who have limited income and resources.","Please choose Root Cause 2.","Inability to authenticate eligibility: data needed does not exist","In-kind Support and Maintenance (ISM) refers to the policy for reducing benefits amounts for recipients who receive support in the form of food, shelter, or both from family.","","The FY 2020 President's Budget includes a proposal that would replace ISM with a flat-rate benefit reduction for adults living with others.","Simplifies the program and reduces reporting burden on recipients and representative payees.","","Q3 2019"
"Aug  9 2019 12:43PM","Aug  9 2019 12:43PM","SSA","Supplemental Security Income (SSI)","The Supplemental Security Income (SSI) program provides financial support to aged, blind, and disabled adults and children who have limited income and resources.","Please choose Root Cause 1.","Inability to authenticate eligibility: inability to access data","Reliance on timely self-reporting of income and assets affecting SSI payment and eligibility.","","Increase the number of successful wage reports received using automated SSI wage reporting systems.","Successful wage reports received timely will reduce overpayments.","","Q3 2019"
