"End Date","Recorded Date","Agency","Program Name","Accomplishment","AccomplishmentDate","Quarter Year"
"Apr 28 2022 10:24AM","Apr 28 2022 10:24AM","FCC","Universal Service Fund - Lifeline","Supported continuation of COVID waivers.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 11:30AM","Apr 28 2022 11:30AM","VA","Pension","Re-establishment of the SSA Income Data Match led to the establishment of a cross-functional team for implementation within the VA.  ","Feb  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 12:08PM","Apr 28 2022 12:08PM","VA","Purchased Long Term Services and Supports","","","Q2 2022"
"Apr 28 2022  1:35PM","Apr 28 2022  1:35PM","OPM","Federal Retirement Services","Updated methodology for OIG referrals.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  1:48PM","Apr 28 2022  1:48PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Resumed virtual site visits and continued targeted technical assistance and monthly calls to help states identify root causes and mitigation strategies, technical assistance needs, and focus discussions on policy/procedure implementation. ","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  2:19PM","Apr 28 2022  2:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","","","Q2 2022"
"Apr 28 2022  2:55PM","Apr 28 2022  2:55PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","","","Q2 2022"
"Oct 31 2022  1:55PM","Oct 31 2022  1:55PM","FCC","Universal Service Fund - Lifeline","Withheld claims for approximately 9.2k NLAD subscriber claims in Q3 2022 who are potentially deceased.","Sep  1 2022 12:00AM","Q4 2022"
"Oct 31 2022  3:37PM","Oct 31 2022  3:37PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","FNS published SY 23-24 Request for Applications (RFA) for Demonstration Projects to Evaluate Direct Certification for Medicaid (DC-M).  SY 23-24 RFA resulted in responses from 15 States.  DC-M projects are intended to reduce certification error.","Sep  1 2022 12:00AM","Q4 2022"
"Oct 31 2022  3:37PM","Oct 31 2022  3:37PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","FNS published SY 23-24 Request for Applications (RFA) for Demonstration Projects to Evaluate Direct Certification for Medicaid (DC-M).  SY 23-24 RFA resulted in responses from 15 States.  DC-M projects are intended to reduce certification error.","Sep  1 2022 12:00AM","Q4 2022"
"Oct 21 2022  8:59AM","Oct 21 2022  8:59AM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Through the Continuing Death Data Initiative from fiscal year 2018 to date, we continue to improve the accuracy and consistency of death information by adding over 10.7 million deaths to our records.","Sep  1 2022 12:00AM","Q4 2022"
"Oct 21 2022  9:10AM","Oct 21 2022  9:10AM","SSA","Supplemental Security Income (SSI)","We released a blog for SSI recipients and their representative payees on the importance of reporting life changes to us.  We used behavioral insights in developing the blog in an effort to improve engagement with the public.","Aug  1 2022 12:00AM","Q4 2022"
"Apr 19 2022 10:43AM","Apr 19 2022 10:43AM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","The expedited reinstatement (EXR) workload has been a paper-based workload. Field offices are now able to electronically process initial and reconsideration EXRs. Information technology modernization will improve accuracy, timeliness, and efficiency.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 19 2022 10:59AM","Apr 19 2022 10:59AM","SSA","Supplemental Security Income (SSI)","Online protective filing tool was released to production. This tool allows the public, aimed for individuals interested in filing for SSI, to submit a request for an appointment to file for benefits and record a protective filing date.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 26 2022  4:10PM","Apr 26 2022  4:10PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","ETA Regional Offices and DOL-OIG began (FY22, Q2) holding quarterly joint calls with states to share fraud trends and analysis, provide recommendations for responding to emerging fraud schemes, and strengthen coordination and communication w/states.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 10:24AM","Apr 28 2022 10:24AM","FCC","Universal Service Fund - Lifeline","Withheld claims for approximately 8.1k subscribers in Q1 2022 who are potentially deceased.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022 11:30AM","Apr 28 2022 11:30AM","VA","Pension","The use of upfront verification has been re-established on all initial pension claims. The resumption of FTI processes allows P&F Service to review the expansion of FTI processes. ","Nov  1 2021 12:00AM","Q2 2022"
"Apr 28 2022 12:08PM","Apr 28 2022 12:08PM","VA","Purchased Long Term Services and Supports","Gained access to eCAMs and conducted training to better understand the payment process within the application to ensure payment accuracy","Nov  1 2021 12:00AM","Q2 2022"
"Apr 28 2022  1:35PM","Apr 28 2022  1:35PM","OPM","Federal Retirement Services","Developed and implemented a fraud policy.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  1:48PM","Apr 28 2022  1:48PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Continued Joint Case Reviews with states reporting in the FY 2022 review period which provides oversight of the IP methodology, assists in identifying areas for improvement, and allows grantees to self-identify areas needing correction.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  2:19PM","Apr 28 2022  2:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","HHS continued to implement a robust corrective action plan process that provides enhanced technical assistance and guidance to states. HHS worked with states to develop corrective action plans addressing each error and deficiency identified.","Dec  1 2021 12:00AM","Q2 2022"
"Apr 28 2022  2:55PM","Apr 28 2022  2:55PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","HHS continued to implement a robust corrective action plan process that provides enhanced technical assistance and guidance to states. HHS worked with states to develop corrective action plans addressing each error and deficiency identified.","Dec  1 2021 12:00AM","Q2 2022"
"Apr 28 2022  3:00PM","Apr 28 2022  3:00PM","VA","VA Community Care","First level review of dental claims logic and associated error codes in eCAMS.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  3:24PM","Apr 28 2022  3:24PM","DOD","Military Health Benefits - Healthcare","Over $100M Created an initial SOP to review payment errors at the completion of each 2nd rebuttal of the compliance reviews. Created scheduled releases of memos/templates that relay root cause findings and recommendations to Contracting Officer Reps","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:06PM","Apr 28 2022  4:06PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","HHS added 5 items to the DMEPOS required prior authorization list. These items were orthoses that were part of larger fraud initiatives in the past.","Apr  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:30PM","Apr 28 2022  4:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","HHS published a Federal Register Notice in October 2021, for a one-year extension to November 1, 2022, to finalize a regulation (CMS-4185-P) regarding how to calculate overpayments identified in contract-level Risk Adjustment Data Validation audits.","Oct  1 2021 12:00AM","Q2 2022"
"Apr 28 2022  4:39PM","Apr 28 2022  4:39PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","HHS began the 2021 Part D data analysis and audits that include 5 self-audits, 5 desk audits, and 3 PI audits. The last of these audits was initiated in October 2021. All audits are still in progress and will be completed in FY22.","Oct  1 2021 12:00AM","Q2 2022"
"Apr 28 2022  5:18PM","Apr 28 2022  5:18PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Attended Paymentaccuracy.gov Data Collection and Display Feedback Sessions.","Feb  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  7:27AM","Apr 29 2022  7:27AM","ED","Federal Pell Grant Program","FSA published the updated Volume 3 – Calculating Awards and Packaging of the 2021-2022 Federal Student Aid Handbook. The Federal Student Aid Handbook consists of the Application and Verification Guide, six numbered volumes, and appendices. 
","Mar  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  8:01AM","Apr 29 2022  8:01AM","DOT","Federal Highway Administration Highway Planning and Construction","Comprehensive annual training was conducted with FHWA staff during Q2. ","Mar  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  3:00PM","Apr 28 2022  3:00PM","VA","VA Community Care","","","Q2 2022"
"Apr 28 2022  3:24PM","Apr 28 2022  3:24PM","DOD","Military Health Benefits - Healthcare","The Annual Cost of Healthcare Audits for OP3 of the managed care contracts were completed. Both regional contracts submitted proof of recoupments totaling $27M per their contractual requirements for this single mechanism of recoupment.","Feb  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:06PM","Apr 28 2022  4:06PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","HHS created and posted an infographic for provider use on ordering diabetic test strips. Diabetic test strips have had a high improper payment rate in the past.","Apr  1 2022 12:00AM","Q2 2022"
"Apr 28 2022  4:30PM","Apr 28 2022  4:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","","","Q2 2022"
"Apr 28 2022  4:39PM","Apr 28 2022  4:39PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","","","Q2 2022"
"Apr 28 2022  5:18PM","Apr 28 2022  5:18PM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Attended USDA’s Compliance with Improper Payment Requirements entrance conference with OIG.  ","Dec  1 2021 12:00AM","Q2 2022"
"Apr 29 2022  7:27AM","Apr 29 2022  7:27AM","ED","Federal Pell Grant Program","FSA plans to implement COD System functionality that supports the Campus-Based programs and the processing of Pell Grant awards for the 2022–23 award year.
","Feb  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  8:01AM","Apr 29 2022  8:01AM","DOT","Federal Highway Administration Highway Planning and Construction","","","Q2 2022"
"Apr 29 2022 12:23PM","Apr 29 2022 12:23PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","The IRS delivered its “Keys to Mastering Due Diligence Requirements” webinar, which included guidance on paid preparer due diligence requirements for the AOTC and head of household filing status.","Jan  1 2022 12:00AM","Q2 2022"
"Apr 29 2022 12:34PM","Apr 29 2022 12:34PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","The IRS delivered its “Keys to Mastering Due Diligence Requirements” webinar, which included guidance on paid preparer due diligence requirements for the ACTC and head of household filing status.","Jan  1 2022 12:00AM","Q2 2022"
"Apr 29 2022 12:44PM","Apr 29 2022 12:44PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","The IRS delivered its “Keys to Mastering Due Diligence Requirements” webinar, which included guidance on paid preparer due diligence requirements for the EITC and head of household filing status.","Jan  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  4:40PM","Apr 29 2022  4:40PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","FNS recently completed research on the Direct Certification with Medicaid for Free and Reduced-Price Meals (DCM-F/RP).  DCM-F/RP is intended to reduce both household and administrative certification error in LEA processing of household applications.","Mar  1 2022 12:00AM","Q2 2022"
"Apr 29 2022  4:46PM","Apr 29 2022  4:46PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","FNS recently completed research on the Direct Certification with Medicaid for Free and Reduced-Price Meals (DCM-F/RP).  DCM-F/RP is intended to reduce both household and administrative certification error in LEA processing of household applications.","Mar  1 2022 12:00AM","Q2 2022"
"Jul 18 2022  2:20PM","Jul 18 2022  2:20PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","We resumed the SSI outreach initiatives with the release of an additional 735,000 Special Mailers to beneficiaries ages 18 and over whose benefits are less than the maximum federal SSI benefit rate to encourage SSI filing.","Apr  1 2022 12:00AM","Q3 2022"
"Jul 18 2022  2:34PM","Jul 18 2022  2:34PM","SSA","Supplemental Security Income (SSI)","SSI recipients, deemors, and representative payees use the SSA Mobile Wage Reporting app (download at no cost from Google Play and Apple App) to report wages. We enhanced the app functionality by adding features to improve customer experience.","May  1 2022 12:00AM","Q3 2022"
"Jul 22 2022  3:54PM","Jul 22 2022  3:54PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","FNS will expand demonstration projects with NSLP/SBP administering state and Medicaid agencies to enable direct certification with Medicaid (DC-M). DC-M projects are intended to reduce both household and administrative certification error.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 22 2022  3:59PM","Jul 22 2022  3:59PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","FNS will expand demonstration projects with NSLP/SBP administering state and Medicaid agencies to enable direct certification with Medicaid (DC-M). DC-M projects are intended to reduce both household and administrative certification error.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 27 2022  9:02AM","Jul 27 2022  9:02AM","DOT","Federal Highway Administration Highway Planning and Construction","The enhanced improper payment catalog was released to FHWA staff. The catalog is a toolkit for division office use in the assessment of risks and subsequent evaluation of systems, data, and controls associated with review and approval of payments.","Jan  1 2022 12:00AM","Q3 2022"
"Jul 27 2022 10:14AM","Jul 27 2022 10:14AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","RMA's six Regional Compliance Offices completed reviews for 372 case policies in the FY2022 IPERIA sample.","Apr  1 2022 12:00AM","Q3 2022"
"Jul 28 2022 11:11AM","Jul 28 2022 11:11AM","DOD","Military Health Benefits - Healthcare","Relayed root cause findings and recommendations to Contracting Officers and their Reps for this quarter. Supporting documentation to be uploaded to the PISP. ","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022 11:22AM","Jul 28 2022 11:22AM","VA","Purchased Long Term Services and Supports","Approved and published VA fee schedule for CNHs on public VA website","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022 12:36PM","Jul 28 2022 12:36PM","VA","VA Community Care","Implemented changes (if applicable) based on outcome of review of dental claims logic within eCAMs. ","May  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  1:40PM","Jul 28 2022  1:41PM","VA","Pension","Established procedures to begin utilizing the SSA match, resolved data feed issues, updated the data set received from SSA, and finalized intra-agency workload agreements for the field to begin the review of SSA data on existing pension claims. ","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  4:35PM","Jul 28 2022  4:35PM","ED","Federal Pell Grant Program","Published Appendices A-G of the 2021-2022 FSA Handbook and updated the Application and Verification Guide portion of the FSA Handbook.
","Apr  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  5:03PM","Jul 28 2022  5:03PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Continued Joint Case Reviews with states reporting in the FY 2022 review period which provides oversight of the IP methodology, assists in identifying areas for improvement, and allows grantees to self-identify areas needing correction.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  6:30PM","Jul 28 2022  6:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","HHS worked with states to ensure corrective action plans appropriately and fully address the source of errors.","Jul  1 2022 12:00AM","Q3 2022"
"Oct 26 2022  1:11PM","Oct 26 2022  1:11PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Latino Tax Fest-The Latino Tax Fest is the largest gathering of tax professionals and accountants who serve the Latino and immigrant market. The presentation included information specific to understanding eligibility rules for the refundable credits.","Jul  1 2022 12:00AM","Q4 2022"
"Jul 28 2022  6:48PM","Jul 28 2022  6:48PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","HHS worked with states to ensure corrective action plans appropriately and fully address the source of errors.","Jul  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  7:08PM","Jul 28 2022  7:08PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","HHS received OMB approval for implementation of the Review Choice Demonstration for Inpatient Rehabilitation Services.","Apr  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  7:19PM","Jul 28 2022  7:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","HHS conducted a plan sponsor COVID-19 Fraud, Waste, and Abuse Webinar in February 2022 and 4 Opioid webinars that focused on opioid prescribers in Pittsburgh, PA in May 2022. HHS will continue these webinars in FY22. ","May  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  7:28PM","Jul 28 2022  7:28PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","HHS began the 2021 Part D data analysis and audits that include 5 self-audits, 5 desk audits, and 3 PI audits. Of these audits, 2 Self Audits and 1 National Audit have been completed. 
","May  1 2022 12:00AM","Q3 2022"
"Jul 29 2022  9:48AM","Jul 29 2022  9:48AM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Refundable Credits Participation Working Group- During the third quarter RCPWG meeting, IRS shared online tools and other resources to assist tax professionals and their clients through the advance child tax credit reconciliation process.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 29 2022 10:01AM","Jul 29 2022 10:01AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Refundable Credits Participation Working Group (RCPWG)- The third quarter RCPWG meeting was held to discuss ways IRS could increase the effectiveness of its AOTC-related outreach efforts.","Jun  1 2022 12:00AM","Q3 2022"
"Apr 19 2019  3:04PM","Apr 19 2019  3:04PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","In 2018, HHS conducted a large in-person fraud, waste, and abuse training conference for MA plans on program integrity initiatives, investigations, data analyses, and potential fraud schemes.","Nov  1 2018 12:00AM","Q2 2019"
"Jul 29 2022 10:10AM","Jul 29 2022 10:10AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Refundable Credits Participation Working Group- The third quarter RCPWG meeting was held to discuss ways IRS could increase the effectiveness of its outreach efforts and share useful tools with partners to increase refundable credit awareness.","Jun  1 2022 12:00AM","Q3 2022"
"Aug  1 2022 11:16AM","Aug  1 2022 11:16AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","ETA Regional Offices and DOL-OIG continued holding 
quarterly joint calls with states to share fraud trends and analysis, 
provide recommendations for responding to emerging fraud schemes, 
and strengthen coordination and communication w/ states.","Jun  1 2022 12:00AM","Q3 2022"
"Aug  5 2022  8:28AM","Aug  5 2022  8:28AM","FCC","Universal Service Fund - Lifeline","Withheld claims for approximately 11.2k NLAD subscriber claims in Q2 2022 who are potentially deceased.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 18 2022  2:20PM","Jul 18 2022  2:20PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","To ensure accuracy in determining benefit amounts, we provided technicians with a summary of recent policy updates reminding them to verify the primary insurance amount and entitlement decisions after removing inaccurate earnings.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 18 2022  2:34PM","Jul 18 2022  2:34PM","SSA","Supplemental Security Income (SSI)","Field offices can access a LexisNexis/Accurint database to obtain real property data from a third-party resource to use as a lead for further development. Procedural instructions were added on developing and documenting based on individual responses.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 22 2022  3:54PM","Jul 22 2022  3:54PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Participated in the July, 2022 School Nutrition Association Annual National Conference to promote voluntary, integrity-focused efforts such as the verification-focused data validation service and the USDA web-based prototype school meals application.","Jul  1 2022 12:00AM","Q3 2022"
"Jul 22 2022  3:59PM","Jul 22 2022  3:59PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Participated in the July, 2022 School Nutrition Association Annual National Conference to promote voluntary, integrity-focused efforts such as the verification-focused data validation service and the USDA web-based prototype school meals application.","Jul  1 2022 12:00AM","Q3 2022"
"Jul 27 2022  9:02AM","Jul 27 2022  9:02AM","DOT","Federal Highway Administration Highway Planning and Construction","Comprehensive annual training was conducted with FHWA staff during Q2.","Mar  1 2022 12:00AM","Q3 2022"
"Jul 27 2022 10:14AM","Jul 27 2022 10:14AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","RMA met with OMB and OCFO to discuss best practices for improving quality control processes amongst agencies. ","May  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  8:23AM","Jul 28 2022  8:23AM","OPM","Federal Retirement Services","Completed the process for collecting deceased annuitant erroneous payments.  ","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022 11:11AM","Jul 28 2022 11:11AM","DOD","Military Health Benefits - Healthcare","The Annual Cost of Healthcare Audit for OP4 of the managed care contract- East region was started. The universe of underwritten claims was undisputed. The first audit phase of the East contract has been completed and is waiting for rebuttals.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022 11:22AM","Jul 28 2022 11:22AM","VA","Purchased Long Term Services and Supports","NCOs issued notices to all CNHs to select a FAR compliant payment method either using a VCA or other method. If CNHs chose a VCA, these authorizations will be paid using correct rates in eCAMs. ","Jul  1 2022 12:00AM","Q3 2022"
"Jul 28 2022 12:36PM","Jul 28 2022 12:36PM","VA","VA Community Care","Confirmed the third-party administrators are performing pre/post audits to ensure payment accuracy.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  1:40PM","Jul 28 2022  1:41PM","VA","Pension","Conducted a site visit at the Milwaukee PMC to ensure accurate claim processing and award adjustments and to verify the accuracy of payments.  This visit included an operations (interviews) and procedures (records) review.","May  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  4:35PM","Jul 28 2022  4:35PM","ED","Federal Pell Grant Program","FSA provided schools with revised 2022­–2023 Pell payment and disbursement schedules for determining Pell awards for the 2022–2023 award year. 
","Apr  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  5:03PM","Jul 28 2022  5:03PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Continued CCDF Program Integrity training and technical assistance targeting individual support for each required component of the methodology.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  6:30PM","Jul 28 2022  6:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","HHS continues to monitor Medicaid-only providers in 10 states. HHS also offers a data compare service that allows states to remove dually enrolled providers from the revalidation workload. 37 states have participated in data compare","Jul  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  6:48PM","Jul 28 2022  6:48PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","HHS continues to monitor Medicaid-only providers in 10 states. HHS also offers a data compare service that allows states to remove dually enrolled providers from the revalidation workload. 37 states have participated in data compare.","Jul  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  7:08PM","Jul 28 2022  7:08PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","HHS expanded Prior Authorization of certain high-risk orthotics by adding 12 additional states.","Jul  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  7:19PM","Jul 28 2022  7:19PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","","","Q3 2022"
"Jul 28 2022  7:28PM","Jul 28 2022  7:28PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","HHS conducted a plan sponsor COVID-19 Fraud, Waste, and Abuse Webinar in February 2022 and 4 Opioid webinars that focused on opioid prescribers in Pittsburgh, PA in May 2022. HHS will continue these webinars in FY22. ","May  1 2022 12:00AM","Q3 2022"
"Jul 29 2022  9:48AM","Jul 29 2022  9:48AM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Dependent Database (DDb) Meeting – The IRS held its annual DDb meeting with stakeholders in the Wage & Investment, Small Business & Self Employed, and IT divisions, to evaluate the value of prior-year compliance filters for audit selection.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 29 2022 10:01AM","Jul 29 2022 10:01AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Dependent Database (DDb) Meeting- The IRS held its annual DDb meeting with stakeholders to evaluate the value of prior-year compliance filters for audit selection and to identify improvement opportunities for next filing season.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 29 2022 10:10AM","Jul 29 2022 10:10AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Dependent Database (DDb) Meeting- Held to evaluate the value of prior-year compliance filters for audit selection, identify improvement opportunities for next filing season and continue to assess the impact of the American Rescue Plan Act of 2021.","Jun  1 2022 12:00AM","Q3 2022"
"Aug  1 2022 11:16AM","Aug  1 2022 11:16AM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Trained states on State Quality 
Service Plan and introduced new FY23 Integrity Action Plan template, 
which requires more details on states’ integrity actions and will allow ETA
to analyze fraud risk mitigation strategies and inform TA plans.","Jun  1 2022 12:00AM","Q3 2022"
"Aug  5 2022  8:28AM","Aug  5 2022  8:28AM","FCC","Universal Service Fund - Lifeline","Locked out 61 additional agents from Lifeline systems for committing potentially fraudulent transactions, bringing the total to 136.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 18 2022  2:20PM","Jul 18 2022  2:20PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","As of June 2022, we have collected over 668,000 overpayments (OP) totaling over $148 million via Pay.gov, over 400,000 OPs totaling over $95 million via Lockbox, and over 10,000 OPs totaling over $1.7 million via Online Bill Pay.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 18 2022  2:34PM","Jul 18 2022  2:34PM","SSA","Supplemental Security Income (SSI)","As of June 2022, we have collected over 668,000 overpayments (OP) totaling over $148 million via Pay.gov, over 400,000 OPs totaling over $95 million via Lockbox, and over 10,000 OPs totaling over $1.7 million via Online Bill Pay.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 22 2022  3:54PM","Jul 22 2022  3:54PM","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Awarded 17 State agencies $12.9M in reallocated non-competitive Technology Innovation Grants (nTIG) funds to support State CN programs IT systems.   State agencies that received FY21 nTIG funds were eligible to apply for reallocation funds.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 22 2022  3:59PM","Jul 22 2022  3:59PM","USDA","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Awarded 17 State agencies $12.9M in reallocated non-competitive Technology Innovation Grants (nTIG) funds to support State CN programs IT systems.   State agencies that received FY21 nTIG funds were eligible to apply for reallocation funds.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 27 2022  9:02AM","Jul 27 2022  9:02AM","DOT","Federal Highway Administration Highway Planning and Construction","","","Q3 2022"
"Jul 27 2022 10:14AM","Jul 27 2022 10:14AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","RMA participated in OIG's audit of USDA’s Compliance with Improper Payment Requirements for Fiscal Year (202150024-0002-24) Exit Conference.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  8:23AM","Jul 28 2022  8:23AM","OPM","Federal Retirement Services","Reduced the response time for the receipt of correspondence and documents related to fraud.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022 11:11AM","Jul 28 2022 11:11AM","DOD","Military Health Benefits - Healthcare","The Annual Cost of Healthcare Audit for OP4 of the managed care contract – West region was started. The universe of underwritten claims was undisputed. The West contract is currently being audited by the external claims auditor for the first time.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  4:35PM","Jul 28 2022  4:35PM","ED","Federal Pell Grant Program","FSA published an announcement containing consolidated reporting deadlines for COVID-19. FSA continuously evaluates reporting deadlines for schools to add the COVID-19 Indicator for funds not returned under R2T4 due to CARES Act relief.
","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  5:03PM","Jul 28 2022  5:03PM","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","Resumed virtual site visits continued targeted technical assistance and monthly calls to help states identify root causes and mitigation strategies, technical assistance needs, and focus discussions on policy/procedure implementation.","Jun  1 2022 12:00AM","Q3 2022"
"Jul 28 2022  6:30PM","Jul 28 2022  6:30PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","In 2022, the Medicaid Integrity Institute discussed education and outreach to territories; PI (Program Integrity) risk assessments; PI review process overview; opioid fraud, waste, and abuse data; and Medicaid provider enrollment and terminations.","Jul  1 2022 12:00AM","Q3 2022"
